submission_id,additions_other
pLR20y,NULL
RzvqeQ,NULL
8dABok,NULL
8dAB1r,NULL
OAd2ZY,NULL
kYK2lj,NULL
RzvADQ,NULL
9dp82p,NULL
NAMaMQ,NULL
pLRElV,NULL
241pJj,NULL
jB5KdJ,NULL
eBKxvq,NULL
dYKPVN,NULL
GrYYvz,NULL
jB5Ne4,NULL
5d8Rbo,NULL
7d1GbZ,NULL
OAdOL8,NULL
blK0G0,NULL
xd4kxy,NULL
g5YRyl,NULL
Xe1KVj,NULL
VZvREv,NULL
zK2p0M,NULL
J2XaDr,NULL
pLRj4B,NULL
yljKbW,NULL
VZvRWl,NULL
blY5eZ,NULL
Al47oW,NULL
lNYaNN,NULL
WAKOvP,NULL
8d6Nxl,NULL
jBJeBJ,NULL
QAz1z7,NULL
lNYBPN,NULL
PAbpo1,NULL
1rNdW1,NULL
oA5EQ1,NULL
KMW55V,NULL
Zd1Eao,NULL
VZbQlv,NULL
rlJOM2,NULL
8d6ZNA,NULL
NAbX0l,NULL
DVxplq,NULL
Xe84rd,NULL
blYW2Z,NULL
NAb78l,NULL
oA5285,NULL
eB0aEx,NULL
vNJP54,NULL
RzbPjj,NULL
oA5GOM,NULL
Al4vRB,NULL
9dRQYG,NULL
24lNeL,NULL
9dRDjY,NULL
NAb6Pb,NULL
dY86Dq,NULL
vNJA6l,NULL
OAbzv7,NULL
eB0BZq,NULL
BGjXPN,NULL
9dRdbV,NULL
DVx1aR,NULL
J2eDgY,NULL
GrqJeo,NULL
Xe8YXY,NULL
VZbMby,NULL
RzbJ9v,NULL
VZb1Wv,NULL
qbJoAk,NULL
xdR4ro,NULL
PAbvbe,NULL
rlJGpv,NULL
VZbv6N,NULL
24l1RL,NULL
OAbV78,NULL
xdRgQy,Maple Syrup
5de0vv,NULL
g5JybJ,NULL
42p4kd,NULL
42paed,NULL
eB0ezx,NULL
Ld69rj,NULL
aBaYav,NULL
DVZNMN,NULL
eBYArx,NULL
AljJve,NULL
J2WRlr,NULL
7dpxRz,NULL
PAGExV,NULL
PAG05P,NULL
8dRe5Y,NULL
RzVLkd,NULL
Xe2EGV,NULL
42pjyB,NULL
1rpMZg,NULL
GrQL1z,NULL
qbkKrG,NULL
rlkdNv,NULL
OAoB5M,NULL
bl62ee,NULL
GrQYrj,NULL
bl6Nr2,NULL
YZxV75,NULL
8dRAxz,NULL
BG2jrR,NULL
BG2j71,NULL
lNMvqk,NULL
5dpOVM,NULL
jBkEvR,NULL
ZdZWkv,NULL
dYkpxA,NULL
0EDlP0,NULL
42pdPB,NULL
zK1oKM,NULL
24Dylp,NULL
QAOaNl,NULL
KMaZGk,NULL
24DYOb,NULL
24DYpV,NULL
KMa2YK,NULL
dYkJoN,NULL
Ld6L9j,NULL
blYxP2,NULL
KMaj18,NULL
24DOYj,NULL
dYkydo,NULL
Ld68Ay,NULL
RzVOOv,NULL
yldOGB,NULL
oAkX95,NULL
Ld6lQ2,NULL
oAkXAP,NULL
aBa8l9,NULL
qbkxdk,NULL
lNMoMv,NULL
J2Wa7X,NULL
J2M1ko,NULL
7dMLqa,NULL
42zJob,NULL
MAMNrY,NULL
eBvrAl,NULL
BG0pZK,NULL
VZDzDg,NULL
ZdDdjy,NULL
pLvp8J,NULL
J2M4vz,NULL
lNvxGB,NULL
jBv18R,NULL
42zgZb,NULL
BG0OK1,NULL
24o8aA,NULL
kYzalJ,NULL
42OQ7r,NULL
NAPD6p,NULL
zKdykZ,NULL
RzjoPd,NULL
jBzo99,NULL
Grb9O2,NULL
g5z9gM,NULL
OAE5V7,NULL
5dVzNP,NULL
DVaVJ5,NULL
7dEobZ,NULL
9d4vR4,NULL
vNzL7d,NULL
GrbJYp,NULL
Al96kN,NULL
MAV78l,NULL
Al9jbl,NULL
24oDgL,NULL
blzzoL,NULL
VZNxYM,NULL
DVaWjl,NULL
KMGOe7,NULL
blzgY1,NULL
KMGOjK,NULL
LdOgG1,NULL
yl1GZ8,NULL
Zdegkz,NULL
BGe5v5,NULL
eBz8bE,NULL
xdz8yk,NULL
oAzL9x,NULL
0EkEeB,NULL
QA4GOY,NULL
9d4eBQ,NULL
rlYNrp,NULL
rlqy52,NULL
qbN5N7,NULL
AlQKkB,NULL
8dEazr,NULL
DVWzjb,NULL
oAxM95,NULL
lN4RDV,NULL
jBEq21,NULL
QAEpMA,NULL
xd67ZE,NULL
WAZarR,NULL
OAVNZK,NULL
jBEVgx,NULL
aBlMgq,Heavy Whipping Cream
oAxPWX,NULL
qbN99Y,NULL
Ldo8Pz,NULL
0EAKN6,Ice cream
J2BN4o,NULL
9dxN61,NULL
xdgr4o,NULL
LdVpav,NULL
BG67VA,NULL
Xe90az,NULL
1rO7Wp,NULL
dYzkGz,NULL
kYgAej,NULL
1rOvvQ,NULL
1rOvMQ,NULL
Rz2JQv,NULL
ZdWzBV,NULL
24VxvM,NULL
pL54N8,NULL
QAjOAg,NULL
42EpEY,NULL
PA44VP,golden milk recipe (turmeric+spice)
vNgpPD,NULL
g5ggRM,NULL
rlgbDN,NULL
0EGYe9,NULL
