submission_id,dairy
GrYKgp,
NA8Ddl,
DV0Kbq,
oAlDkx,
kYOb9r,Whole milk
OA8lg7,
VZoGJ6,Oat milk
VZojqJ,
42PQRd,Oat milk
42PQRd,Almond milk
qbja4Y,Oat milk
Rz8KWd,Oat milk
Rz8KWd,Coffee creamer
VZoL46,
WAl9ee,Skim milk
PA8Dq0,Oat milk
YZVR8v,Whole milk
YZVR8v,Oat milk
5dE4Ab,
oAlD8M,
1rGk8b,
rl2BZL,
vNqer0,Whole milk
PA815b,Coffee creamer
WAlEEN,
kYOe7j,
pL4y0y,
NA8lDl,Whole milk
qbjDWk,
XeOJMV,Flavored coffee creamer
1rGdKM,Half and half
WAlrbP,
7d4L12,Oat milk
7d4L12,Half and half
J28p8z,
pL4y4y,
oAle1P,Oat milk
DV0kER,Flavored coffee creamer
AlW2vk,Whole milk
MA8N0g,
EP8dVX,
oAleL1,Half and half
9d2ZNX,
NA8l2Q,
8djaYO,
6drjXo,
PA81MP,
EP8d7o,Whole milk
1rGdqL,
xd9Dxk,Whole milk
BG8pae,Half and half
pL4y8E,Whole milk
24OABe,Oat milk
24OABe,Whole milk
rl2Bzo,Whole milk
rl2Bzo,Half and half
ZdPO2B,
kYOGdZ,
zKWy91,
eB9rLO,
9d2Z6G,
pL4or1,Whole milk
dYQ0DA,Half and half
1rG4xb,Half and half
5dE9EP,
9d2ZjQ,
24OALV,
pL4o2J,
8djLyl,Skim milk
0Eo859,
9d2Zp1,
oAlRqe,Oat milk
oAlRqe,Almond milk
6drK0J,Whole milk
6drK0J,Oat milk
lNVO4V,Skim milk
AlWp9o,Whole milk
EP8lO4,
g5Wqll,
8djL45,Whole milk
8djL45,Half and half
8djL45,Oat milk
8djL45,Almond milk
8djL45,Soy milk
8djL45,Flavored coffee creamer
VZoPrv,
rl2oD5,Coffee creamer
XeO40z,Whole milk
oAl26X,Whole milk
oAl26X,Oat milk
DV07Bp,
NA87DN,
MA8Ezl,
5dE9DN,
jBGlx4,
blNWNg,
GrYRLk,Half and half
GrYR0k,
MA8EAk,Coffee creamer
OA8787,
24OKL9,Almond milk
24OKL9,Oat milk
24OKL9,Soy milk
24OKL9,Flavored coffee creamer
24OKL9,Whole milk
24OKL9,Half and half
pL4D9E,
VZozlM,Oat milk
vNqPqv,Half and half
kYONrJ,
aBZ2lE,
BG8xbQ,Whole milk
AlWB5N,Skim milk
DV076l,
Rz8D9K,Half and half
jBGl1a,
AlWB1D,
24OK29,
24OPPA,
g5WGdN,Whole milk
g5WGdN,Almond milk
g5WGdN,Oat milk
g5WGdN,Soy milk
7d4xXA,
ZdPaNA,
ZdPadA,Whole milk
ZdPadA,Oat milk
eB9R6J,
VZoJ4g,
ZdPaGe,
zKWYR1,
1rGV6p,Whole milk
1rGV6p,Half and half
BG87r1,Whole milk
PA8OJ0,Whole milk
PA8OJ0,Oat milk
QA8V6X,Half and half
WAlzbQ,
vNqyev,Oat milk
vNqyev,Whole milk
aBZY5v,
8djQeY,
9d2D11,
PA8595,
XeOWRe,
qbjAN9,
42PxP5,Whole milk
42PxP5,Skim milk
oAlMgx,Whole milk
lNVdxp,
6dr2Be,Whole milk
6dr2Be,Half and half
42PxMB,
0Eo6NQ,
zKWDg0,
6dr2lO,
EP8WgN,Whole milk
Ld5WAz,Whole milk
MA8bXl,
jBGQK9,Oat milk
7d4Ng6,Half and half
NA86q0,Whole milk
Rz80oj,Flavored coffee creamer
Rz80oj,Coffee creamer
GrYz6e,
rl2AgR,Whole milk
NA86AB,Whole milk
NA86AB,Half and half
24Oeej,
DV0Nvb,Whole milk
DV0Nvb,Oat milk
zKWD61,
Ld5b5O,
24OerL,Whole milk
24OerL,Skim milk
QA8DA8,
Rz80VP,
AlWd4N,
8djKEr,
24OeoM,Whole milk
yle6oW,Soy milk
NA8oKO,
5dEzOQ,
0Eox59,Whole milk
0Eox59,Flavored coffee creamer
Rz80kv,Soy milk
Rz80kv,Oat milk
Rz80kv,Whole milk
7d4WYR,Oat milk
7d4WYR,Soy milk
oAlyxN,Half and half
OA8zZg,Whole milk
OA8zZg,Half and half
1rGlOb,Whole milk
OA8zpp,Skim milk
OA8zpp,Oat milk
GrYz2j,
PA8Add,
dYQ6Jo,
aBZBNE,Oat milk
aBZBNE,Almond milk
jBGB6Y,Whole milk
jBGB6Y,Half and half
jBGB6Y,Soy milk
ylelXW,
AlWdeD,
VZoZYg,
ylelvg,Whole milk
VZoZvv,Whole milk
qbjbj7,Oat milk
qbjbj7,Half and half
Rz8zrp,Whole milk
oAlALb,Whole milk
ylelyX,Whole milk
42P20r,
1rGVNl,
ylelbd,Coffee creamer
YZVORq,
24OkKb,
ZdPV6A,Half and half
jBGM04,Oat milk
0EoMMA,Half and half
dYQAjr,Whole milk
YZVOYN,
rl2Kql,Half and half
DV010Z,
KM8oBX,
g5WA1N,
8djkWx,
GrY142,Whole milk
Ld5GRl,Coffee creamer
Ld5GRl,Oat milk
Ld5GRl,Whole milk
PA8Exx,
7d4ZRR,
xd9ZYo,Oat milk
GrY1GO,
0EoPBN,Whole milk
0EoPBN,Half and half
eB9EEo,
24OrLb,Whole milk
YZVdVv,Whole milk
PA80Pe,Whole milk
J280BR,
oAlO1e,
zKWe98,
xd9Z7o,Whole milk
xd9Z7o,Half and half
yleDb4,
7d4NML,Whole milk
24Or0b,Half and half
QA80QA,
KM80XK,
8djGNl,
oAlOxx,
oAloDO,Whole milk
OA80vA,
Rz8L7Q,
0EoLb0,
GrYLqQ,
KM8Lgg,
zKWJ7k,Almond milk
dYQjYd,
AlWDde,Whole milk
WAlYYN,Oat milk
5dEvMP,
YZVYvz,Half and half
dYQjpN,
EP8Dr2,Flavored coffee creamer
NA8Y1O,Half and half
OA8Yxa,Oat milk
42PveX,
eB92Gx,
GrYDNp,Whole milk
oAldrV,
NA8Yvp,Half and half
kYOWV1,
qbjKvY,
DV0JEj,Oat milk
DV0JEj,Flavored coffee creamer
DV0JEj,Almond milk
pL472P,
yleEB8,Whole milk
42PoWY,Oat milk
42PoWY,Flavored coffee creamer
0Eo8pZ,
NA805j,
jBG96E,
zKWQja,
42PN8B,
42PN2B,Whole milk
GrYBJQ,Oat milk
GrYBJQ,Half and half
GrYBJQ,Whole milk
WAlpBj,
VZo1bM,Whole milk
VZo1bM,Coffee creamer
VZo1bM,Flavored coffee creamer
EP8bar,Whole milk
8djpW5,
kYORko,Whole milk
VZo1BJ,Coffee creamer
VZo1BJ,Flavored coffee creamer
VZo1BJ,Oat milk
VZo1BJ,Soy milk
VZo1BJ,Whole milk
J28kGo,
vNqxbv,Oat milk
vNqxp0,
AlWbko,Half and half
0EojW0,
VZo1el,
lNVlPX,Oat milk
Ld5MLO,Whole milk
aBZjQZ,
XeOBKz,
xd90dy,Whole milk
xd90dy,Oat milk
jBG0la,Whole milk
jBG0la,Skim milk
jBG0la,Half and half
vNq0Xl,
XeORJY,
6dr1OO,Whole milk
GrYoqQ,
VZo946,Whole milk
1rGbOg,
AlW6Nz,
eB9Nlk,Whole milk
eB9Nlk,Oat milk
Rz8Z7p,
PA82QV,Whole milk
VZo91E,
J288qz,
Rz88xv,Whole milk
24OOAe,
6drrRk,
xd99Ny,
J288B7,Half and half
DV00VZ,
MA88WM,
vNqq14,
xd99Gr,Whole milk
7d4JOR,
5dE89b,
VZovVj,Oat milk
oAlKke,
42PAoA,
YZVpBz,Whole milk
WAlD0e,
aBZAYE,Coffee creamer
aBZAYE,Flavored coffee creamer
aBZAYE,Oat milk
aBZAYE,Almond milk
aBZAYE,Soy milk
5dEeb6,
aBZK8b,Oat milk
aBZK8b,Almond milk
7d4aDz,Whole milk
xd9R4v,Oat milk
xd9R4v,Half and half
xd9R4v,Flavored coffee creamer
zKWGyq,
aBZAD2,
BG8jLe,
6drWyB,
NA8Mj0,
GrYq4p,Oat milk
aBZAWW,Oat milk
aBZAWW,Almond milk
jBGkaJ,Almond milk
8djRol,Oat milk
8djRol,Whole milk
g5WkQK,
vNqdzg,Whole milk
PA8GWe,
zKWLyk,
eB9v7O,
YZVkOB,Coffee creamer
YZVkOB,Half and half
YZVkOB,Flavored coffee creamer
blNvR1,
lNVvz6,
QA8kPp,
0EoaXN,Almond milk
0EoaXN,Oat milk
9d24ZK,
24O70L,
lNVv5V,
BG8eRe,
Ld5oZj,Oat milk
Ld5oZj,Whole milk
KM8R9z,
ylegqW,Half and half
jBGgEQ,Half and half
7d4jzR,
NA8gMW,
0EolEy,
vNqpVl,Oat milk
rl2pWX,
24OZrj,Whole milk
24OZ99,
GrYyvj,
aBZo4W,Whole milk
GrYyv2,
oAlpr1,Whole milk
oAlpr1,Soy milk
blNyVg,
kYOQN1,Oat milk
DV0Py5,
KM8Nkg,
MA82rp,
KM8718,
DVABNq,Half and half
PAvpP1,
aBK9lZ,Skim milk
7d1qYZ,
aBK5GX,
241AGA,Whole milk
oAK2l5,
eBKaMk,Whole milk
g5Y9XO,Whole milk
AlAB5z,
oAKGpN,Whole milk
zK2YQq,Oat milk
zK2YQq,Soy milk
dYKdod,Whole milk
dYKdod,Half and half
dYKdod,Oat milk
7d1xrR,
aBKYRX,
oAKMjb,
kYKybM,
WADNek,
NAM6Yp,
jB5yQ9,
yljly0,
oAKBJe,
eBKAGk,Whole milk
eBKAGk,Oat milk
KMv6KK,Whole milk
vNE2Zl,
KMvLNM,
lNKWjB,
PAvXE5,
9dpvKG,
0E1vgN,Half and half
OAdJzR,Whole milk
OAdJzR,Almond milk
pLRWYb,Half and half
5d8GLd,Whole milk
1rDJYl,
241vE9,
rlGraX,
KMvJZX,
BGADYN,
g5YNYd,Oat milk
YZpzy0,Whole milk
OAdBMa,
dYK2oV,
vNE0Dd,
J2XkXd,Skim milk
vNE0Y8,
DVAXPb,
EPv8WN,
YZpVlq,
jB5MEY,
42AA2k,
DVAAYl,
g5YW51,
WADM8v,Oat milk
WADM8v,Flavored coffee creamer
WADM8v,Whole milk
NAMbXp,
1rDDZO,
qboJdg,
0E11K6,Half and half
pLRJ9y,
QAvzjk,Oat milk
QAvzjk,Whole milk
EPvZjN,
xd4RKr,
42Ap4O,Whole milk
0E1D5Z,
g5YkOd,
ZdvD8z,
lNKMov,
rlGJKR,
RzvkQl,
241oZD,Oat milk
aBKzLq,
Xe1QPj,Half and half
GrX79O,Coffee creamer
DVAW05,
MAvG7g,
QAv458,
KMvO2z,Skim milk
8dAEWk,
VZvdYN,
BGADV5,
yljg5d,
pLR9Z1,Half and half
pLR1jb,
g5YxdK,Oat milk
7d1ge9,Whole milk
oAKaVP,
ZdvLxe,Whole milk
ZdvLxe,Almond milk
lNK9jV,
PAvLGe,
Xe1dzY,
6dAGGe,
7d1YLZ,
vNEaD0,
pLRNKb,
zK2AN0,
LdvjJ2,
DVAoQj,
xd4bKy,
blKRbo,Oat milk
xd48r9,Whole milk
xd48r9,Half and half
xd48r9,Oat milk
9dp0bY,Whole milk
Rzvqrp,Whole milk
GrXOqp,Whole milk
GrXOqp,Flavored coffee creamer
GrXOqp,Oat milk
0E1qKB,
GrXOXp,
7d1rKL,
Zdvr9y,
vNE5Og,
8dA45x,
Xe1PKP,
g5Y6KP,
pLR20y,Oat milk
RzvqeQ,Whole milk
8dABok,Half and half
8dAB1r,Whole milk
OAd2ZY,
kYK2lj,Oat milk
RzvADQ,
9dp82p,Half and half
NAMaMQ,
pLRElV,Whole milk
241pJj,Oat milk
jB5KdJ,
eBKxvq,Whole milk
dYKPVN,
GrYYvz,Half and half
GrYYvz,Coffee creamer
GrYYvz,Flavored coffee creamer
GrYYvz,Whole milk
jB5Ne4,
5d8Rbo,Oat milk
7d1GbZ,
OAdOL8,
blK0G0,
xd4kxy,
g5YRyl,
Xe1KVj,
VZvREv,
zK2p0M,Whole milk
J2XaDr,
pLRj4B,
yljKbW,Whole milk
VZvRWl,
blY5eZ,
Al47oW,Coffee creamer
lNYaNN,
WAKOvP,Oat milk
WAKOvP,Whole milk
8d6Nxl,Almond milk
jBJeBJ,Whole milk
jBJeBJ,Skim milk
jBJeBJ,Oat milk
jBJeBJ,Soy milk
QAz1z7,Whole milk
lNYBPN,Half and half
PAbpo1,Half and half
1rNdW1,Whole milk
oA5EQ1,Whole milk
oA5EQ1,Flavored coffee creamer
oA5EQ1,Half and half
KMW55V,
Zd1Eao,Half and half
Zd1Eao,Oat milk
Zd1Eao,Flavored coffee creamer
VZbQlv,
rlJOM2,
8d6ZNA,
NAbX0l,Whole milk
DVxplq,
Xe84rd,
blYW2Z,
NAb78l,Whole milk
oA5285,Soy milk
eB0aEx,Whole milk
eB0aEx,Half and half
eB0aEx,Coffee creamer
vNJP54,Oat milk
RzbPjj,Half and half
oA5GOM,Whole milk
Al4vRB,Almond milk
Al4vRB,Half and half
9dRQYG,
24lNeL,Whole milk
24lNeL,Half and half
24lNeL,Oat milk
9dRDjY,
NAb6Pb,
dY86Dq,Skim milk
vNJA6l,
OAbzv7,Half and half
eB0BZq,
BGjXPN,Whole milk
BGjXPN,Oat milk
9dRdbV,
DVx1aR,
J2eDgY,
GrqJeo,
Xe8YXY,
VZbMby,
RzbJ9v,Whole milk
VZb1Wv,
qbJoAk,
xdR4ro,
PAbvbe,Whole milk
rlJGpv,Whole milk
VZbv6N,Whole milk
VZbv6N,Half and half
24l1RL,Whole milk
OAbV78,
xdRgQy,Oat milk
xdRgQy,Whole milk
5de0vv,
g5JybJ,Half and half
42p4kd,
42paed,
eB0ezx,Oat milk
Ld69rj,
aBaYav,Oat milk
DVZNMN,
eBYArx,Whole milk
AljJve,Oat milk
AljJve,Half and half
J2WRlr,
7dpxRz,Half and half
7dpxRz,Oat milk
PAGExV,
PAG05P,Whole milk
PAG05P,Half and half
8dRe5Y,
RzVLkd,
Xe2EGV,
42pjyB,Half and half
42pjyB,Coffee creamer
42pjyB,Whole milk
42pjyB,Flavored coffee creamer
1rpMZg,
GrQL1z,
qbkKrG,Whole milk
qbkKrG,Oat milk
rlkdNv,Half and half
rlkdNv,Whole milk
OAoB5M,Half and half
OAoB5M,Whole milk
OAoB5M,Flavored coffee creamer
bl62ee,Half and half
GrQYrj,Oat milk
bl6Nr2,Oat milk
bl6Nr2,Almond milk
YZxV75,Oat milk
YZxV75,Whole milk
8dRAxz,
BG2jrR,
BG2j71,
lNMvqk,Coffee creamer
5dpOVM,
jBkEvR,
ZdZWkv,
dYkpxA,
0EDlP0,Whole milk
42pdPB,
zK1oKM,
24Dylp,Oat milk
QAOaNl,
KMaZGk,
24DYOb,Whole milk
24DYOb,Oat milk
24DYpV,
KMa2YK,
dYkJoN,Whole milk
Ld6L9j,
blYxP2,
KMaj18,Whole milk
KMaj18,Half and half
24DOYj,
dYkydo,
Ld68Ay,
RzVOOv,
yldOGB,
oAkX95,
Ld6lQ2,
oAkXAP,Whole milk
aBa8l9,Whole milk
qbkxdk,
lNMoMv,
J2Wa7X,
J2M1ko,
7dMLqa,Half and half
7dMLqa,Coffee creamer
42zJob,Half and half
42zJob,Oat milk
42zJob,Whole milk
MAMNrY,
eBvrAl,
BG0pZK,
VZDzDg,
ZdDdjy,
pLvp8J,
J2M4vz,
lNvxGB,Coffee creamer
jBv18R,
42zgZb,
BG0OK1,
24o8aA,
kYzalJ,
42OQ7r,
NAPD6p,
zKdykZ,
RzjoPd,Flavored coffee creamer
jBzo99,Whole milk
Grb9O2,
g5z9gM,
OAE5V7,
5dVzNP,
DVaVJ5,Oat milk
7dEobZ,
9d4vR4,
vNzL7d,
GrbJYp,Oat milk
Al96kN,
MAV78l,
Al9jbl,
24oDgL,Whole milk
blzzoL,
VZNxYM,Soy milk
DVaWjl,Soy milk
KMGOe7,
blzgY1,Oat milk
KMGOjK,
LdOgG1,
yl1GZ8,Whole milk
yl1GZ8,Almond milk
Zdegkz,
BGe5v5,Whole milk
eBz8bE,Whole milk
eBz8bE,Oat milk
xdz8yk,
oAzL9x,
0EkEeB,
QA4GOY,Oat milk
QA4GOY,Skim milk
9d4eBQ,Flavored coffee creamer
rlYNrp,
rlqy52,Flavored coffee creamer
rlqy52,Skim milk
rlqy52,Half and half
qbN5N7,Whole milk
AlQKkB,
8dEazr,
DVWzjb,Whole milk
oAxM95,
lN4RDV,
jBEq21,Whole milk
QAEpMA,
xd67ZE,
WAZarR,
OAVNZK,
jBEVgx,
aBlMgq,
oAxPWX,Coffee creamer
qbN99Y,Whole milk
Ldo8Pz,
0EAKN6,
J2BN4o,Oat milk
J2BN4o,Almond milk
9dxN61,
xdgr4o,
LdVpav,
BG67VA,
Xe90az,
1rO7Wp,
dYzkGz,
kYgAej,
1rOvvQ,Oat milk
1rOvMQ,
Rz2JQv,Oat milk
ZdWzBV,
24VxvM,Whole milk
pL54N8,Whole milk
pL54N8,Half and half
QAjOAg,Whole milk
QAjOAg,Oat milk
QAjOAg,Almond milk
QAjOAg,Half and half
42EpEY,Whole milk
PA44VP,Skim milk
vNgpPD,Skim milk
g5ggRM,Oat milk
g5ggRM,Coffee creamer
g5ggRM,Flavored coffee creamer
rlgbDN,Whole milk
0EGYe9,Whole milk
