submission_id,why_drink,why_drink_other
5dl6vZ,NULL,NULL
kY0DK1,NULL,NULL
LdEAbJ,It tastes good,NULL
LdEAbJ,I need the caffeine,NULL
jB0dQ1,It tastes good,NULL
jB0dQ1,I need the caffeine,NULL
jB0dQ1,I need the ritual,NULL
24bqre,It tastes good,NULL
LdEAEv,It tastes good,NULL
LdEAEv,I need the caffeine,NULL
jB0d5a,NULL,NULL
EPBjLB,I need the caffeine,NULL
EPBjLB,It tastes good,NULL
xd0kZv,It tastes good,It soothes my arthritis
xd0kZv,I need the caffeine,It soothes my arthritis
xd0kZv,Other,It soothes my arthritis
421WvY,It tastes good,NULL
421WvY,I need the ritual,NULL
J2VaJR,It tastes good,NULL
xd0kly,It tastes good,NULL
xd0kly,I need the caffeine,NULL
aBjb9E,I need the ritual,I enjoy developing the palate
aBjb9E,It tastes good,I enjoy developing the palate
aBjb9E,I need the caffeine,I enjoy developing the palate
aBjb9E,Other,I enjoy developing the palate
24bqRp,It tastes good,NULL
RzZXbd,It tastes good,NULL
dYZLJV,It tastes good,NULL
dYZLJV,I need the ritual,NULL
ZdG4ya,It tastes good,NULL
ZdG4ya,I need the ritual,NULL
ZdG4ya,It makes me go to the bathroom,NULL
ZdG4ya,I need the caffeine,NULL
RzZX9K,It tastes good,NULL
RzZX9K,I need the caffeine,NULL
RzZX9K,I need the ritual,NULL
RzZX9K,It makes me go to the bathroom,NULL
24bqlL,It tastes good,NULL
24bqlL,I need the caffeine,NULL
24bqlL,I need the ritual,NULL
BGLOW1,It tastes good,NULL
BGLOW1,I need the ritual,NULL
421W6r,It tastes good,NULL
421W6r,I need the ritual,NULL
OA81Q7,NULL,NULL
kY0D2o,It tastes good,NULL
qbYx9g,It tastes good,NULL
WAl9Oj,NULL,NULL
XeOlxj,It tastes good,NULL
XeOlxj,I need the caffeine,NULL
pL0jMZ,It tastes good,NULL
pL0jMZ,I need the ritual,NULL
pL0jMZ,I need the caffeine,NULL
Rz8KDl,It tastes good,NULL
AlWPBB,It tastes good,NULL
AlWPBB,I need the caffeine,NULL
AlWPBB,I need the ritual,NULL
AlWPBB,It makes me go to the bathroom,NULL
blNVVL,It tastes good,NULL
blNVVL,I need the caffeine,NULL
blNVVL,I need the ritual,NULL
xd9xaJ,It tastes good,NULL
xd9xaJ,I need the caffeine,NULL
xd9xaJ,I need the ritual,NULL
5dEKdb,I need the ritual,NULL
5dEKdb,It makes me go to the bathroom,NULL
5dEKdb,It tastes good,NULL
5dEKdb,I need the caffeine,NULL
MA8KaY,It tastes good,NULL
MA8KaY,I need the caffeine,NULL
MA8KaY,I need the ritual,NULL
WAeGGN,It tastes good,NULL
WAeGGN,I need the caffeine,NULL
WAeGGN,I need the ritual,NULL
WAeGGN,It makes me go to the bathroom,NULL
9d2GlK,It tastes good,NULL
24O8PA,It tastes good,NULL
24O8PA,I need the caffeine,NULL
zKWXbR,NULL,NULL
jBGDW1,It tastes good,NULL
VZoE4y,It tastes good,NULL
VZoE4y,I need the caffeine,NULL
XeRVRg,It tastes good,NULL
yleZ08,It tastes good,NULL
VZoEby,It tastes good,NULL
VZoEby,I need the caffeine,NULL
VZoEby,I need the ritual,NULL
g5WjNP,It tastes good,NULL
Rz8KZK,It tastes good,NULL
Rz8KZK,I need the caffeine,NULL
Ld51Vj,It tastes good,NULL
Ld51Vj,I need the caffeine,NULL
QA82OG,It tastes good,NULL
vNqjz0,It tastes good,NULL
vNqjz0,I need the caffeine,NULL
vNqj6d,NULL,NULL
J28KbJ,I need the ritual,NULL
J28KbJ,It tastes good,NULL
J28KbJ,I need the caffeine,NULL
kYOaKo,It tastes good,NULL
kYOaKo,I need the caffeine,NULL
kYOaKo,I need the ritual,NULL
blNVJE,I need the ritual,NULL
blNVJE,I need the caffeine,NULL
blNVJE,It tastes good,NULL
1rGP7O,It tastes good,NULL
OA81vM,It tastes good,NULL
OA81vM,I need the caffeine,NULL
OA81vM,It makes me go to the bathroom,NULL
OA81RM,I need the caffeine,NULL
OA81RM,It tastes good,NULL
OA81RM,It makes me go to the bathroom,NULL
OA81RM,I need the ritual,NULL
YZVD76,I need the caffeine,NULL
YZVD76,It tastes good,NULL
OA81MA,It tastes good,NULL
OA81MA,I need the ritual,NULL
PA8jVx,I need the caffeine,NULL
PA8jVx,It tastes good,NULL
zKWXB8,NULL,NULL
MA8K0E,It tastes good,NULL
MA8K0E,I need the caffeine,NULL
MA8K0E,I need the ritual,NULL
qbjZNG,It tastes good,NULL
qbjZNG,I need the caffeine,NULL
qbjZNG,I need the ritual,NULL
42PXe5,It tastes good,NULL
42PXe5,I need the caffeine,NULL
8djo9k,I need the caffeine,NULL
8djo9k,It makes me go to the bathroom,NULL
8djo9k,It tastes good,NULL
xd9x9d,It tastes good,NULL
xd9x9d,I need the caffeine,NULL
xd9x9d,I need the ritual,NULL
xd9x9d,It makes me go to the bathroom,NULL
zKWXVZ,It tastes good,NULL
zKWXVZ,I need the caffeine,NULL
6dr82B,It tastes good,NULL
6dr82B,I need the ritual,NULL
OA8Dag,It tastes good,NULL
OA8Dag,I need the caffeine,NULL
5dEBbE,I need the caffeine,NULL
5dEBbE,I need the ritual,NULL
QA8KBk,NULL,NULL
oAlbEx,NULL,NULL
42PXVo,It tastes good,NULL
42PXVo,I need the caffeine,NULL
42PXVo,I need the ritual,NULL
42PXVo,It makes me go to the bathroom,NULL
eB9qre,It tastes good,NULL
eB9qre,I need the ritual,NULL
eB9qxo,NULL,NULL
dYQWYA,It tastes good,NULL
dYQWYA,I need the caffeine,NULL
dYQWYA,I need the ritual,NULL
g5WD9l,It tastes good,NULL
g5WD9l,I need the ritual,NULL
g5WD9l,I need the caffeine,NULL
Ld51Zj,I need the caffeine,NULL
Ld51Zj,I need the ritual,NULL
Ld51Zj,It makes me go to the bathroom,NULL
Ld51Zj,It tastes good,NULL
NA8pBb,NULL,NULL
42P41o,It tastes good,NULL
42P41o,I need the caffeine,NULL
AlW7Qe,NULL,NULL
OA8DVY,NULL,NULL
PA8dEQ,It tastes good,NULL
PA8dEQ,I need the caffeine,NULL
PA8dEQ,I need the ritual,NULL
VZoLb6,Other,I try my partner’s coffee
aBZQA2,It tastes good,NULL
aBZQA2,I need the ritual,NULL
OA8Dka,I need the caffeine,NULL
OA8Dka,It tastes good,NULL
g5WDkJ,It tastes good,NULL
g5WDkJ,It makes me go to the bathroom,NULL
g5WDkJ,I need the ritual,NULL
oAlb5N,It tastes good,NULL
oAlb5N,I need the ritual,NULL
oAlb5N,I need the caffeine,NULL
8dj16r,It tastes good,NULL
8dj16r,I need the ritual,NULL
QA8KkY,It tastes good,NULL
QA8KkY,I need the caffeine,NULL
QA8KkY,I need the ritual,NULL
rl2jYo,It tastes good,NULL
rl2jYo,I need the ritual,NULL
EP8kYr,I need the ritual,NULL
ylePpg,It tastes good,NULL
GrYx7e,It tastes good,NULL
GrYx7e,I need the caffeine,NULL
8dj1jk,It tastes good,NULL
8dj1jk,I need the ritual,NULL
6dr8pN,It tastes good,NULL
6dr8pN,I need the caffeine,NULL
6dr8pN,I need the ritual,NULL
PA8dLV,It tastes good,NULL
PA8dLV,I need the caffeine,NULL
DV04PZ,It tastes good,NULL
DV04PZ,It makes me go to the bathroom,NULL
9d2qaV,I need the caffeine,NULL
9d2qaV,It tastes good,NULL
PA8jy5,I need the caffeine,NULL
PA8jy5,I need the ritual,NULL
PA8jy5,It tastes good,NULL
XeOxkY,It tastes good,NULL
AlW7kW,It tastes good,NULL
AlW7kW,I need the caffeine,NULL
g5WDB1,I need the ritual,NULL
g5WDB1,I need the caffeine,NULL
g5WDB1,It tastes good,NULL
VZoLrE,I need the caffeine,NULL
VZoLrE,It tastes good,NULL
QA8Kgl,It tastes good,NULL
QA8Kgl,I need the caffeine,NULL
YZVjaW,It tastes good,NULL
YZVjaW,I need the caffeine,NULL
YZVjaW,I need the ritual,NULL
24OEMb,It tastes good,NULL
Rz8GXv,I need the caffeine,NULL
Rz8GXv,It tastes good,NULL
vNqjL4,I need the ritual,NULL
vNqjL4,I need the caffeine,NULL
zKWxaE,It tastes good,polyphenols (antioxidants)
zKWxaE,I need the ritual,polyphenols (antioxidants)
zKWxaE,Other,polyphenols (antioxidants)
aBZQ8y,Other,My son offers me taste of his often
NA8q7O,It tastes good,NULL
NA8q7O,It makes me go to the bathroom,NULL
eB955Q,It tastes good,Enjoy experience
eB955Q,I need the caffeine,Enjoy experience
eB955Q,Other,Enjoy experience
dYQb6K,It tastes good,NULL
dYQb6K,I need the caffeine,NULL
aBZNLW,It tastes good,NULL
aBZNLW,I need the ritual,NULL
jBGe9E,It tastes good,NULL
jBGe9E,I need the caffeine,NULL
jBGe9E,I need the ritual,NULL
rl2y5l,It tastes good,NULL
KM8plV,It tastes good,NULL
KM8plV,I need the caffeine,NULL
KM8plV,I need the ritual,NULL
ZdP9R0,I need the caffeine,NULL
rl2DLl,It tastes good,NULL
rl2DLl,I need the caffeine,NULL
aBZOZ9,It tastes good,NULL
aBZOZ9,I need the caffeine,NULL
aBZOZ9,I need the ritual,NULL
pL4eJZ,It tastes good,NULL
42Pazo,It tastes good,NULL
9d2N4K,It tastes good,NULL
9d2N4K,I need the caffeine,NULL
XeO52V,I need the caffeine,NULL
XeO52V,It tastes good,NULL
XeO52V,I need the ritual,NULL
EP8qA2,It tastes good,NULL
EP8zro,It tastes good,NULL
AlWPgo,It tastes good,NULL
AlWPgo,I need the caffeine,NULL
AlWPgo,I need the ritual,NULL
AlWrjN,It tastes good,NULL
AlWrjN,I need the ritual,NULL
aBZOvy,It tastes good,NULL
aBZOvy,I need the ritual,NULL
xd9xzr,It tastes good,NULL
VZopvE,It tastes good,NULL
VZopvE,I need the caffeine,NULL
VZopvE,I need the ritual,NULL
eB9ZWo,Other,Spouse enjoys coffee and wants to share with me
eB9ZWo,Other,so occasional sips of their coffee is what I taste. Can’t do caffeine
eB9ZWo,Other,and don’t care for the taste.
24Ojye,I need the caffeine,NULL
24Ojye,It tastes good,NULL
8djNDz,It tastes good,NULL
8djNDz,I need the caffeine,NULL
8djNDz,It makes me go to the bathroom,NULL
eB95oJ,It tastes good,NULL
eB95oJ,I need the caffeine,NULL
eB95oJ,It makes me go to the bathroom,NULL
eB95oJ,I need the ritual,NULL
J281Po,NULL,NULL
Rz8Wyj,It tastes good,NULL
Rz8Wyj,I need the ritual,NULL
PA8RQB,I need the caffeine,NULL
PA8RQB,I need the ritual,NULL
PA8RQB,It tastes good,NULL
blN5jL,I need the ritual,NULL
blN5jL,It tastes good,NULL
5dEXJ6,It tastes good,NULL
5dEXJ6,I need the caffeine,NULL
xd9x8J,It tastes good,NULL
xd9x8J,I need the caffeine,NULL
xd9x8J,It makes me go to the bathroom,NULL
xd9x8J,I need the ritual,NULL
vNqX5D,It tastes good,NULL
vNqX5D,I need the ritual,NULL
vNqX5D,I need the caffeine,NULL
XeO56Y,It tastes good,NULL
XeO56Y,It makes me go to the bathroom,NULL
xd9Vbv,I need the caffeine,NULL
pL4eYB,It tastes good,NULL
NA8qGQ,It tastes good,NULL
NA8qGQ,I need the caffeine,NULL
0EoV9y,It tastes good,NULL
J281Nd,I need the caffeine,NULL
DV0q8R,I need the caffeine,NULL
DV0q8R,It tastes good,NULL
DV0q8R,I need the ritual,NULL
QA8oy1,I need the caffeine,NULL
QA8oy1,It tastes good,NULL
QA8oy1,I need the ritual,NULL
6drDoB,It tastes good,NULL
6drDoB,I need the ritual,NULL
VZopRa,It tastes good,NULL
aBZ95W,It tastes good,NULL
9d2GA1,It tastes good,NULL
9d2GA1,I need the caffeine,NULL
9d2GA1,I need the ritual,NULL
GrY6x2,It tastes good,NULL
g5WaaK,It tastes good,NULL
BG8EjA,It tastes good,NULL
BG8EjA,I need the caffeine,NULL
aBZ9GX,It tastes good,NULL
aBZ9GX,I need the caffeine,NULL
aBZOMB,I need the caffeine,NULL
aBZOMB,I need the ritual,NULL
aBZOMB,It tastes good,NULL
aBZOMB,It makes me go to the bathroom,NULL
AlWzdy,NULL,NULL
jBGZ74,It tastes good,NULL
jBGZ74,I need the ritual,NULL
jBGZ74,I need the caffeine,NULL
rl2Djp,It tastes good,NULL
rl2Djp,I need the caffeine,NULL
rl2Djp,I need the ritual,NULL
zKWjyE,It tastes good,NULL
zKWjyE,I need the caffeine,NULL
zKWjyE,I need the ritual,NULL
9d2BvV,It tastes good,NULL
KM8za7,NULL,NULL
GrY6re,It tastes good,NULL
GrY6re,I need the caffeine,NULL
GrY6re,I need the ritual,NULL
OA8aLg,It tastes good,I like the culture and learning about it.
OA8aLg,Other,I like the culture and learning about it.
OA8aLg,I need the caffeine,I like the culture and learning about it.
NA8rA0,It tastes good,NULL
5dEbDb,It tastes good,NULL
5dEbDb,I need the caffeine,NULL
jBGZBQ,It tastes good,NULL
jBGZBQ,I need the caffeine,NULL
jBGZBQ,It makes me go to the bathroom,NULL
GrY6JZ,It tastes good,It gives me a community to chat with online about something I'm passionate about
GrY6JZ,I need the caffeine,It gives me a community to chat with online about something I'm passionate about
GrY6JZ,I need the ritual,It gives me a community to chat with online about something I'm passionate about
GrY6JZ,Other,It gives me a community to chat with online about something I'm passionate about
yleXOB,It tastes good,NULL
yleXOB,I need the ritual,NULL
OA8akK,It tastes good,NULL
OA8akK,I need the caffeine,NULL
OA8akK,I need the ritual,NULL
OA8akK,It makes me go to the bathroom,NULL
jBGZvR,It tastes good,NULL
jBGZvR,I need the ritual,NULL
jBGZvR,I need the caffeine,NULL
GrY6Xp,It tastes good,it's a hobby
GrY6Xp,I need the ritual,it's a hobby
GrY6Xp,I need the caffeine,it's a hobby
GrY6Xp,It makes me go to the bathroom,it's a hobby
GrY6Xp,Other,it's a hobby
zKWjd1,It tastes good,I love coffee….
zKWjd1,I need the caffeine,I love coffee….
zKWjd1,I need the ritual,I love coffee….
zKWjd1,Other,I love coffee….
Ld59k1,It tastes good,NULL
Ld59k1,I need the caffeine,NULL
Ld59k1,I need the ritual,NULL
MA81dX,It tastes good,NULL
MA81dX,I need the caffeine,NULL
MA81dX,I need the ritual,NULL
J28qao,NULL,NULL
5dEbNZ,It tastes good,NULL
5dEbNZ,I need the caffeine,NULL
5dEbNZ,I need the ritual,NULL
VZoGry,NULL,NULL
6drDqP,It tastes good,A wonderful
6drDqP,Other,A wonderful
6drDqP,It tastes good,flavorful
6drDqP,Other,flavorful
6drDqP,It tastes good,recreational activity whether indoors
6drDqP,Other,recreational activity whether indoors
6drDqP,It tastes good,outdoors
6drDqP,Other,outdoors
6drDqP,It tastes good,at home
6drDqP,Other,at home
6drDqP,It tastes good,or a café. Deep in your own thoughts
6drDqP,Other,or a café. Deep in your own thoughts
6drDqP,It tastes good,with good company
6drDqP,Other,with good company
6drDqP,It tastes good,or enjoying a book to simply stop
6drDqP,Other,or enjoying a book to simply stop
6drDqP,It tastes good,relax and enjoy life.
6drDqP,Other,relax and enjoy life.
1rGXe1,It tastes good,NULL
1rGXe1,I need the ritual,NULL
PA8pVV,It tastes good,NULL
PA8pVV,I need the caffeine,NULL
AlWKzk,It tastes good,NULL
AlWKzk,I need the caffeine,NULL
lNVBok,It tastes good,NULL
PA8pVe,I need the caffeine,smell
PA8pVe,It tastes good,smell
zKWNxa,It tastes good,NULL
zKWNxa,I need the caffeine,NULL
zKWNxa,I need the ritual,NULL
zKWNxa,It makes me go to the bathroom,NULL
0Eo7O0,It tastes good,NULL
9d2XD4,NULL,NULL
VZojZl,It tastes good,NULL
VZojZl,I need the caffeine,NULL
VZojZl,It makes me go to the bathroom,NULL
NA8DVN,I need the caffeine,NULL
7d4bx9,It tastes good,NULL
qbjab8,It tastes good,NULL
qbjab8,I need the caffeine,NULL
qbjab8,It makes me go to the bathroom,NULL
jBGby9,It tastes good,NULL
jBGby9,I need the ritual,NULL
zKWNKE,I need the caffeine,NULL
zKWNKE,I need the ritual,NULL
zKWNKE,It tastes good,NULL
zKWNKE,It makes me go to the bathroom,NULL
Ld5zz1,It tastes good,NULL
Ld5zz1,I need the ritual,NULL
XeOrQg,NULL,NULL
dYQN8K,It tastes good,NULL
dYQN8K,I need the caffeine,NULL
dYQN8K,I need the ritual,NULL
rl2Bgl,It tastes good,NULL
rl2Bgl,I need the ritual,NULL
5dE4eE,It tastes good,NULL
5dE4eE,I need the caffeine,NULL
5dE4eE,I need the ritual,NULL
QA8Mk7,It tastes good,NULL
g5WD6d,It tastes good,NULL
jBGaVR,It tastes good,NULL
jBGaVR,I need the caffeine,NULL
jBGaVR,I need the ritual,NULL
Rz8dZK,Other,My boyfriend likes coffee
Rz8dZK,Other,and I drink it with him
42PBdO,It tastes good,NULL
GrYxZ2,It tastes good,NULL
GrYxZ2,I need the caffeine,NULL
GrYKgp,I need the caffeine,NULL
GrYKgp,It tastes good,NULL
GrYKgp,I need the ritual,NULL
NA8Ddl,It tastes good,NULL
NA8Ddl,I need the caffeine,NULL
DV0Kbq,It tastes good,NULL
DV0Kbq,I need the ritual,NULL
oAlDkx,It tastes good,NULL
oAlDkx,I need the ritual,NULL
kYOb9r,It tastes good,NULL
OA8lg7,It tastes good,NULL
VZoGJ6,It tastes good,NULL
VZoGJ6,I need the caffeine,NULL
VZojqJ,It tastes good,NULL
VZojqJ,I need the ritual,NULL
VZojqJ,It makes me go to the bathroom,NULL
42PQRd,It tastes good,NULL
42PQRd,I need the ritual,NULL
42PQRd,It makes me go to the bathroom,NULL
qbja4Y,It tastes good,NULL
qbja4Y,I need the ritual,NULL
qbja4Y,I need the caffeine,NULL
qbja4Y,It makes me go to the bathroom,NULL
Rz8KWd,It tastes good,NULL
Rz8KWd,I need the caffeine,NULL
Rz8KWd,I need the ritual,NULL
VZoL46,It tastes good,NULL
VZoL46,I need the caffeine,NULL
VZoL46,I need the ritual,NULL
WAl9ee,It tastes good,NULL
WAl9ee,I need the caffeine,NULL
WAl9ee,I need the ritual,NULL
PA8Dq0,It tastes good,NULL
YZVR8v,NULL,NULL
5dE4Ab,It tastes good,NULL
5dE4Ab,I need the caffeine,NULL
oAlD8M,Other,I don't generally drink coffee
1rGk8b,It tastes good,NULL
rl2BZL,It tastes good,NULL
rl2BZL,I need the ritual,NULL
rl2BZL,I need the caffeine,NULL
vNqer0,NULL,NULL
PA815b,It tastes good,NULL
PA815b,I need the caffeine,NULL
WAlEEN,It tastes good,NULL
WAlEEN,I need the caffeine,NULL
WAlEEN,I need the ritual,NULL
kYOe7j,NULL,NULL
pL4y0y,NULL,NULL
NA8lDl,It tastes good,NULL
qbjDWk,It tastes good,NULL
qbjDWk,I need the caffeine,NULL
qbjDWk,I need the ritual,NULL
XeOJMV,I need the caffeine,NULL
XeOJMV,It makes me go to the bathroom,NULL
XeOJMV,It tastes good,NULL
1rGdKM,It tastes good,NULL
1rGdKM,I need the caffeine,NULL
1rGdKM,I need the ritual,NULL
WAlrbP,It tastes good,NULL
7d4L12,It tastes good,NULL
7d4L12,I need the caffeine,NULL
7d4L12,I need the ritual,NULL
7d4L12,It makes me go to the bathroom,NULL
J28p8z,It tastes good,NULL
J28p8z,I need the caffeine,NULL
pL4y4y,It tastes good,NULL
pL4y4y,I need the ritual,NULL
oAle1P,NULL,NULL
DV0kER,It tastes good,NULL
DV0kER,I need the caffeine,NULL
DV0kER,It makes me go to the bathroom,NULL
AlW2vk,I need the caffeine,NULL
AlW2vk,It tastes good,NULL
MA8N0g,NULL,NULL
EP8dVX,It tastes good,NULL
EP8dVX,I need the ritual,NULL
oAleL1,It tastes good,NULL
9d2ZNX,NULL,NULL
NA8l2Q,It tastes good,NULL
NA8l2Q,I need the caffeine,NULL
8djaYO,It tastes good,NULL
6drjXo,It tastes good,NULL
PA81MP,It tastes good,NULL
PA81MP,I need the ritual,NULL
EP8d7o,It tastes good,NULL
EP8d7o,I need the ritual,NULL
1rGdqL,It tastes good,NULL
1rGdqL,I need the caffeine,NULL
1rGdqL,I need the ritual,NULL
1rGdqL,It makes me go to the bathroom,NULL
xd9Dxk,It tastes good,NULL
xd9Dxk,I need the caffeine,NULL
BG8pae,It tastes good,NULL
pL4y8E,It tastes good,NULL
pL4y8E,I need the caffeine,NULL
24OABe,It tastes good,It feels nice.
24OABe,Other,It feels nice.
rl2Bzo,NULL,NULL
ZdPO2B,It tastes good,NULL
ZdPO2B,I need the caffeine,NULL
kYOGdZ,I need the caffeine,NULL
kYOGdZ,I need the ritual,NULL
kYOGdZ,It tastes good,NULL
zKWy91,NULL,NULL
eB9rLO,It tastes good,NULL
eB9rLO,I need the ritual,NULL
9d2Z6G,NULL,NULL
pL4or1,It tastes good,NULL
pL4or1,I need the caffeine,NULL
pL4or1,I need the ritual,NULL
dYQ0DA,I need the caffeine,NULL
1rG4xb,NULL,NULL
5dE9EP,It tastes good,NULL
5dE9EP,I need the caffeine,NULL
9d2ZjQ,NULL,NULL
24OALV,NULL,NULL
pL4o2J,NULL,NULL
8djLyl,It tastes good,NULL
0Eo859,It tastes good,NULL
0Eo859,I need the caffeine,NULL
0Eo859,It makes me go to the bathroom,NULL
9d2Zp1,It tastes good,NULL
oAlRqe,It tastes good,NULL
6drK0J,It tastes good,NULL
lNVO4V,It tastes good,NULL
lNVO4V,I need the caffeine,NULL
lNVO4V,I need the ritual,NULL
AlWp9o,I need the caffeine,NULL
EP8lO4,It tastes good,NULL
g5Wqll,It tastes good,NULL
g5Wqll,It makes me go to the bathroom,NULL
8djL45,I need the caffeine,NULL
8djL45,It tastes good,NULL
8djL45,I need the ritual,NULL
8djL45,It makes me go to the bathroom,NULL
VZoPrv,It tastes good,NULL
VZoPrv,I need the caffeine,NULL
VZoPrv,I need the ritual,NULL
rl2oD5,It tastes good,NULL
rl2oD5,I need the ritual,NULL
XeO40z,I need the ritual,NULL
XeO40z,It tastes good,NULL
oAl26X,It tastes good,NULL
DV07Bp,NULL,NULL
NA87DN,It tastes good,NULL
MA8Ezl,I need the ritual,NULL
5dE9DN,It tastes good,NULL
jBGlx4,It tastes good,NULL
jBGlx4,I need the caffeine,NULL
blNWNg,NULL,NULL
GrYRLk,It tastes good,NULL
GrYR0k,It tastes good,NULL
GrYR0k,I need the ritual,NULL
GrYR0k,I need the caffeine,NULL
MA8EAk,NULL,NULL
OA8787,It tastes good,NULL
OA8787,I need the ritual,NULL
OA8787,I need the caffeine,NULL
24OKL9,It tastes good,NULL
pL4D9E,NULL,NULL
VZozlM,It tastes good,NULL
VZozlM,I need the caffeine,NULL
VZozlM,It makes me go to the bathroom,NULL
vNqPqv,It tastes good,NULL
vNqPqv,I need the caffeine,NULL
vNqPqv,I need the ritual,NULL
vNqPqv,It makes me go to the bathroom,NULL
kYONrJ,It tastes good,NULL
aBZ2lE,It tastes good,NULL
BG8xbQ,It tastes good,NULL
AlWB5N,It tastes good,NULL
AlWB5N,I need the caffeine,NULL
AlWB5N,I need the ritual,NULL
DV076l,NULL,NULL
Rz8D9K,It tastes good,NULL
jBGl1a,It tastes good,NULL
jBGl1a,I need the ritual,NULL
jBGl1a,I need the caffeine,NULL
AlWB1D,It tastes good,NULL
AlWB1D,I need the caffeine,NULL
24OK29,It tastes good,NULL
24OK29,I need the caffeine,NULL
24OPPA,NULL,NULL
g5WGdN,It tastes good,NULL
7d4xXA,It tastes good,NULL
7d4xXA,I need the caffeine,NULL
ZdPaNA,It tastes good,NULL
ZdPaNA,I need the caffeine,NULL
ZdPadA,It tastes good,NULL
eB9R6J,It tastes good,NULL
eB9R6J,I need the ritual,NULL
VZoJ4g,It tastes good,NULL
VZoJ4g,I need the ritual,NULL
VZoJ4g,I need the caffeine,NULL
ZdPaGe,It tastes good,NULL
ZdPaGe,I need the caffeine,NULL
zKWYR1,It tastes good,NULL
zKWYR1,I need the caffeine,NULL
1rGV6p,It tastes good,NULL
BG87r1,It tastes good,NULL
BG87r1,I need the caffeine,NULL
BG87r1,It makes me go to the bathroom,NULL
PA8OJ0,It tastes good,NULL
PA8OJ0,I need the caffeine,NULL
PA8OJ0,It makes me go to the bathroom,NULL
PA8OJ0,I need the ritual,NULL
QA8V6X,It tastes good,NULL
WAlzbQ,It tastes good,NULL
WAlzbQ,I need the caffeine,NULL
WAlzbQ,I need the ritual,NULL
vNqyev,I need the caffeine,NULL
aBZY5v,It tastes good,NULL
aBZY5v,I need the caffeine,NULL
aBZY5v,I need the ritual,NULL
8djQeY,It tastes good,NULL
8djQeY,I need the caffeine,NULL
9d2D11,I need the ritual,NULL
9d2D11,It tastes good,NULL
PA8595,It tastes good,NULL
PA8595,I need the caffeine,NULL
XeOWRe,It tastes good,NULL
XeOWRe,I need the caffeine,NULL
qbjAN9,NULL,NULL
42PxP5,It tastes good,NULL
42PxP5,I need the caffeine,NULL
42PxP5,I need the ritual,NULL
oAlMgx,It tastes good,NULL
oAlMgx,I need the caffeine,NULL
oAlMgx,I need the ritual,NULL
lNVdxp,NULL,NULL
6dr2Be,It tastes good,NULL
42PxMB,It tastes good,NULL
0Eo6NQ,NULL,NULL
zKWDg0,It tastes good,NULL
zKWDg0,I need the ritual,NULL
6dr2lO,It tastes good,NULL
EP8WgN,It tastes good,NULL
EP8WgN,I need the caffeine,NULL
EP8WgN,I need the ritual,NULL
Ld5WAz,It tastes good,NULL
MA8bXl,NULL,NULL
jBGQK9,It tastes good,NULL
jBGQK9,I need the caffeine,NULL
jBGQK9,I need the ritual,NULL
jBGQK9,It makes me go to the bathroom,NULL
7d4Ng6,It tastes good,NULL
NA86q0,It tastes good,NULL
NA86q0,I need the ritual,NULL
Rz80oj,NULL,NULL
GrYz6e,It tastes good,NULL
GrYz6e,I need the ritual,NULL
rl2AgR,I need the caffeine,NULL
rl2AgR,It tastes good,NULL
NA86AB,It tastes good,NULL
NA86AB,I need the caffeine,NULL
24Oeej,It tastes good,NULL
24Oeej,I need the ritual,NULL
DV0Nvb,NULL,NULL
zKWD61,It tastes good,NULL
zKWD61,I need the caffeine,NULL
zKWD61,I need the ritual,NULL
Ld5b5O,It tastes good,NULL
Ld5b5O,I need the caffeine,NULL
Ld5b5O,I need the ritual,NULL
24OerL,It tastes good,NULL
24OerL,I need the ritual,NULL
QA8DA8,It tastes good,NULL
QA8DA8,I need the ritual,NULL
Rz80VP,I need the ritual,NULL
Rz80VP,I need the caffeine,NULL
Rz80VP,It tastes good,NULL
AlWd4N,It tastes good,NULL
AlWd4N,I need the ritual,NULL
8djKEr,It tastes good,NULL
24OeoM,It tastes good,NULL
yle6oW,It tastes good,NULL
yle6oW,I need the caffeine,NULL
yle6oW,I need the ritual,NULL
NA8oKO,I need the caffeine,NULL
NA8oKO,I need the ritual,NULL
5dEzOQ,It tastes good,NULL
5dEzOQ,It makes me go to the bathroom,NULL
5dEzOQ,I need the caffeine,NULL
0Eox59,It tastes good,NULL
0Eox59,I need the ritual,NULL
0Eox59,It makes me go to the bathroom,NULL
Rz80kv,I need the caffeine,NULL
Rz80kv,It tastes good,NULL
Rz80kv,I need the ritual,NULL
7d4WYR,It tastes good,NULL
7d4WYR,I need the caffeine,NULL
oAlyxN,It tastes good,NULL
OA8zZg,It tastes good,NULL
OA8zZg,I need the ritual,NULL
1rGlOb,It tastes good,NULL
1rGlOb,I need the caffeine,NULL
1rGlOb,I need the ritual,NULL
OA8zpp,NULL,NULL
GrYz2j,It tastes good,NULL
PA8Add,It tastes good,NULL
dYQ6Jo,It tastes good,NULL
dYQ6Jo,I need the caffeine,NULL
dYQ6Jo,I need the ritual,NULL
dYQ6Jo,It makes me go to the bathroom,NULL
aBZBNE,I need the ritual,NULL
aBZBNE,It tastes good,NULL
jBGB6Y,It tastes good,NULL
jBGB6Y,I need the caffeine,NULL
ylelXW,I need the caffeine,NULL
AlWdeD,I need the caffeine,weight loss
AlWdeD,Other,weight loss
VZoZYg,NULL,NULL
ylelvg,It tastes good,NULL
ylelvg,I need the caffeine,NULL
