submission_id,where_drink
yl0QNX,"At home, At a cafe"
GroOb2,
rl0ek5,"At home, At a cafe"
bl2oKe,"At home, At the office, At a cafe"
NA4a8G,"At home, At the office, At a cafe"
7dJy1L,At home
oA0qlV,"At a cafe, At the office, At home"
xd05Ad,"At home, At the office"
pL0EGV,At home
PA27Bb,At home
RzZNVQ,"At a cafe, At home"
9d6k64,"At home, On the go, At a cafe, At the office"
QAxbe1,On the go
xd0qov,"At home, At a cafe"
24bDag,"At home, On the go, At a cafe, At the office"
aBjRaE,"At home, On the go"
rl0eqL,"At home, At the office"
PA27P0,"At home, At a cafe"
xd0ABE,At home
8dJXEo,At home
ZdGML5,"At the office, At home, At a cafe"
5dlJgQ,"At home, On the go, At the office"
LdEejy,At the office
EPB2YA,At home
6d1gzN,"At home, On the go, At a cafe"
KMP9bA,"At home, On the go, At a cafe, At the office"
J2VQ54,At home
lN0x46,At home
5dlJ7E,"At the office, At a cafe, At home"
BGLrPN,"At home, At a cafe, On the go, At the office"
8dJ9NA,At home
8dJ9Kr,At home
vN0Re8,"At home, At the office"
421ZLr,"At home, On the go, At the office, At a cafe"
YZo1L5,"At home, At a cafe"
LdE80y,"At home, At a cafe"
qbYyOg,At the office
zK0VKg,"At home, At the office"
rl0XVo,At home
PA2o5x,"At home, At the office"
qbYyb5,"At home, At a cafe"
5dlNZb,At home
eBNbAx,At the office
OAjR0a,"At the office, At home, On the go"
kY0LOR,"At the office, At home"
KMPXLX,"At the office, At home"
kY0LAr,At home
jB0KLJ,"At the office, At home, At a cafe"
Al6kbz,At home
WAe4Mv,At home
9d6eEV,At home
MAr0VX,At the office
6d1qWP,"At home, At the office"
BGLvAQ,"At the office, On the go, At a cafe, At home"
eBNbyq,At home
YZo2x5,At home
ZdGxvo,At the office
aBjWKB,"At home, At a cafe"
24b2lj,"On the go, At a cafe, At home"
zK0Vo8,At the office
8dJ9RO,"At home, On the go"
WAe4BP,"At the office, At home"
MAr0PY,"At the office, At home"
lN0pzW,"At home, At the office"
NA4zdQ,At home
GroMYZ,At home
jB0KJx,"At home, At the office"
EPBpMN,At home
24b2Vp,"At a cafe, At home, On the go"
1rbjEg,"At home, At a cafe"
g5QB6J,At home
6d1q4e,At home
9d6eg4,At home
jB0Kq9,At home
DVXL6E,"At the office, At home"
dYZ7yV,"At home, At the office, At a cafe"
zK0VO1,"At home, At a cafe, At the office"
g5QBpN,"At home, At a cafe"
9d6ey1,"At home, At a cafe"
RzZOqv,At home
vN0R6X,"At a cafe, At home"
oA0JJb,At home
EPBpo2,"At home, At the office, At a cafe"
bl2aG2,At home
QAxGkp,"At the office, At home"
VZ9rRg,"At home, At a cafe, At the office"
ZdGxB5,At home
xd0G5k,"At home, At the office"
J2Vy5K,"On the go, At home"
J2VyvX,At home
7dJQ9R,"At home, At the office, At a cafe"
0EbXQy,
7dJQOz,"At home, At a cafe, On the go, At the office"
8dJ9Xl,"At a cafe, At home"
rl0XKo,"At home, At a cafe"
WAe4vv,"At the office, At home"
OAjRqk,At home
g5QBoJ,"At home, At a cafe"
zK0lMq,At home
RzZO7j,"At a cafe, At the office, At home"
NA4kXG,At home
8dJ9vP,At home
GroW6p,At a cafe
YZo2Av,"At home, At the office"
1rbjQ4,At home
421Z6r,At home
PA2oG5,"At home, At the office"
OAjv1R,"At home, At the office, On the go"
lN0Q65,"At home, At the office"
DVXQzb,At a cafe
DVXLgN,At home
Al6kVz,"At home, At the office"
EPB9LA,At home
rl07A5,"At a cafe, At home"
5dlRvv,"On the go, At the office, At home"
5dlRb6,"At the office, At home, On the go"
aBjWWX,At home
RzZp4P,"At home, At a cafe"
PA2KBx,At home
DVXQyq,"At home, At the office, At a cafe"
xd0KBy,At home
rl07PM,"At home, At the office"
rl07dX,"At a cafe, At the office, At home, On the go"
5dlRpZ,"At home, At a cafe"
5dlReZ,At home
xd0G4r,At home
9d6VR5,On the go
eBN46E,At home
pL0a41,At home
rl07vR,"At home, At the office"
PA2K5d,"On the go, At home"
LdElkp,"At home, At the office, At a cafe, On the go"
xd0KYG,"At home, At the office"
zK0lA1,At home
VZ9gJa,"At home, At the office, At a cafe, On the go"
pL0a6b,At home
DVXQWR,At a cafe
LdEljG,At home
xd0KbG,At home
DVXQrl,At home
vN0ojg,"At home, At the office"
9d6Vk4,At home
pL0apZ,"On the go, At home, At the office"
rl077p,"At home, On the go"
WAeyxR,At home
BGLM4e,"At home, At a cafe, On the go"
GroWMQ,At home
aBjVYE,"At home, At the office"
KMPbbz,"On the go, At home, At a cafe, At the office"
dYZr5V,"At the office, At home"
421e7X,"At home, At the office"
yl0L7g,"At home, At the office"
1rbq9p,At home
eBNkMk,"At home, On the go"
YZo82z,At home
YZoN0J,At a cafe
0EbX29,"At the office, At home"
24bQXD,"At the office, At home, On the go"
bl2bV6,On the go
7dJ62P,"At the office, At home, On the go"
RzZE4J,At home
DVXgkZ,At home
PA2VO5,At home
24bQeL,At home
YZo8eB,At home
6d1adB,"At the office, At home"
J2V52d,"On the go, At home"
XeRXyj,"At home, On the go"
421eNB,At home
VZ92Pg,At home
yl0Vvp,"At home, At the office"
J2V5bo,At a cafe
QAxPXX,At the office
dYZBzr,At home
aBj7lZ,At the office
dYZBeq,"At home, At a cafe"
PA2VP1,At home
qbY0XG,"At the office, At home"
7dJ6OZ,At a cafe
rl0zbN,"At the office, At home, At a cafe"
jB01jR,At home
8dJ7Bx,At home
bl2bP2,"At a cafe, At home"
zK0PpE,"At home, At the office"
YZoL0N,
xd0erk,At home
WAev9L,At home
OAjWlM,At home
yl0W28,"At home, At a cafe, At the office"
421gB5,"At the office, At home"
XeRKeY,At home
6d1XeN,"At home, At a cafe"
NA4epN,"At home, At a cafe"
jB0OZ1,At home
RzZ70j,At home
dYZ5bD,At home
LdERNp,At home
aBj8rq,"At a cafe, At home"
vN0QGX,At home
PA2VKd,"At home, At a cafe, On the go"
421g1O,
VZ9k9a,"At home, At a cafe"
6d1XRP,"At home, On the go, At the office"
ZdGpev,At home
g5QRJ1,"At home, At a cafe"
0EbpD0,At home
421ga5,"At home, At the office"
0EbpkQ,"At the office, At home, At a cafe"
EPB4JX,At home
KMPqxg,At home
VZ92pM,"At home, At a cafe, On the go, At the office"
QAx6zA,At home
ZdGpJo,"At a cafe, At home"
24bMRg,At home
EPB4Pr,"At home, At the office"
yl0Wkd,"At home, At a cafe"
dYZ5VV,"At home, At the office"
7dJ852,At home
VZ9ky6,"At home, At the office"
zK0a8M,"At the office, On the go, At a cafe"
0EbpWj,"At home, At a cafe"
yl0W8X,"At home, At the office, At a cafe"
PA2aJe,At home
5dly0Z,At home
VZ9kRv,None of these
ZdGpqy,At home
rl0zKv,At home
24bM69,At home
24bMXM,"At the office, At home"
ZdGpAe,At home
24bMBM,"At home, On the go"
24bMKD,At home
eBNdrx,At a cafe
5dlyld,"At home, At a cafe"
6d1XAe,"At home, At a cafe, On the go, At the office"
rl0XqM,At home
Al6V2y,At home
0EbpQP,At home
ZdG06a,At home
EPB2aL,"At home, At a cafe, On the go"
bl2BVe,At the office
XeRVlO,At the office
OAjpDK,At home
KMP7lD,"On the go, At a cafe"
RzZXGp,At home
dYZLxV,"At home, At a cafe"
NA4KXN,At home
5dl6vZ,At home
kY0DK1,"At home, At the office"
LdEAbJ,"At the office, At home"
jB0dQ1,At home
24bqre,At home
LdEAEv,At home
jB0d5a,"At home, On the go, At a cafe"
EPBjLB,At home
xd0kZv,"At a cafe, At home"
421WvY,At home
J2VaJR,At home
xd0kly,"At home, At the office, At a cafe"
aBjb9E,"At the office, At home"
24bqRp,"At the office, At a cafe"
RzZXbd,At home
dYZLJV,At home
ZdG4ya,"At home, On the go, At a cafe, At the office"
RzZX9K,At the office
24bqlL,At the office
BGLOW1,None of these
421W6r,"At home, At the office"
OA81Q7,At home
kY0D2o,At home
qbYx9g,At home
WAl9Oj,"At home, At a cafe"
XeOlxj,At home
pL0jMZ,At the office
Rz8KDl,At home
AlWPBB,"At home, At the office"
blNVVL,"At a cafe, At home"
xd9xaJ,"At the office, At home"
5dEKdb,"At the office, At home"
MA8KaY,At home
WAeGGN,"On the go, At home, At the office, At a cafe"
9d2GlK,"At a cafe, At the office, At home"
24O8PA,At home
zKWXbR,At home
jBGDW1,"At home, At a cafe"
VZoE4y,At home
XeRVRg,At a cafe
yleZ08,At home
VZoEby,"At home, On the go, At a cafe, At the office"
g5WjNP,At home
Rz8KZK,At home
Ld51Vj,"At home, At the office"
QA82OG,At home
vNqjz0,"At home, At the office"
vNqj6d,At home
J28KbJ,"At home, At a cafe"
kYOaKo,"At home, At the office, On the go"
blNVJE,"At home, At a cafe"
1rGP7O,"At home, On the go"
OA81vM,"At home, At a cafe, At the office, On the go"
OA81RM,"At home, At a cafe"
YZVD76,"At the office, At home"
OA81MA,"At home, At the office"
PA8jVx,"At home, On the go"
zKWXB8,"On the go, At a cafe, At home"
MA8K0E,"At a cafe, At the office"
qbjZNG,At home
42PXe5,"At home, On the go"
8djo9k,"On the go, At home, At a cafe"
xd9x9d,"At home, At a cafe, At the office"
zKWXVZ,At home
6dr82B,"At home, At a cafe"
OA8Dag,"At home, On the go, At a cafe"
5dEBbE,"At the office, At home"
QA8KBk,"At a cafe, At home, On the go"
oAlbEx,
42PXVo,At home
eB9qre,"At a cafe, At home"
eB9qxo,At home
dYQWYA,"At home, At a cafe, At the office"
g5WD9l,"At the office, At home"
Ld51Zj,At home
NA8pBb,"At the office, At home"
42P41o,At home
AlW7Qe,At home
OA8DVY,At home
PA8dEQ,"At home, On the go"
VZoLb6,None of these
aBZQA2,"At the office, At home"
OA8Dka,At home
g5WDkJ,"At home, At the office"
oAlb5N,"At home, At the office"
8dj16r,"At home, At a cafe"
QA8KkY,"At home, At a cafe"
rl2jYo,"At the office, At home"
EP8kYr,At home
ylePpg,"At home, At the office"
GrYx7e,"At the office, At a cafe"
8dj1jk,"At home, At the office, On the go"
6dr8pN,At home
PA8dLV,"At home, At a cafe, At the office"
DV04PZ,"On the go, At the office"
9d2qaV,At home
PA8jy5,"On the go, At home, At the office"
XeOxkY,"At home, At the office, At a cafe"
AlW7kW,"At home, At a cafe, At the office, On the go"
g5WDB1,At home
VZoLrE,At home
QA8Kgl,"At home, At the office"
YZVjaW,At home
24OEMb,At home
Rz8GXv,"On the go, At a cafe"
vNqjL4,"At a cafe, At home"
zKWxaE,At home
aBZQ8y,At home
NA8q7O,"At home, On the go"
eB955Q,"At home, At the office"
dYQb6K,At the office
aBZNLW,"At the office, At a cafe, On the go, At home"
jBGe9E,"At home, On the go"
rl2y5l,"At home, At a cafe, On the go"
KM8plV,At home
ZdP9R0,At home
rl2DLl,"At home, At a cafe"
aBZOZ9,"At the office, At home"
pL4eJZ,At home
42Pazo,At the office
9d2N4K,"At home, At a cafe"
XeO52V,"At home, At a cafe"
EP8qA2,At home
EP8zro,At home
AlWPgo,"At the office, At home, On the go"
AlWrjN,"At the office, At home"
aBZOvy,"At home, At a cafe"
xd9xzr,At home
VZopvE,At home
eB9ZWo,None of these
24Ojye,At home
8djNDz,"At home, On the go"
eB95oJ,On the go
J281Po,At home
Rz8Wyj,"At a cafe, At the office, At home"
PA8RQB,At home
blN5jL,"On the go, At a cafe, At home, At the office"
5dEXJ6,"At home, At a cafe"
xd9x8J,"On the go, At home"
vNqX5D,"At a cafe, At home"
XeO56Y,At home
xd9Vbv,At home
pL4eYB,"At the office, At home"
NA8qGQ,At home
0EoV9y,"On the go, At home, At a cafe"
J281Nd,At home
DV0q8R,"At home, On the go"
QA8oy1,At home
6drDoB,At home
VZopRa,At home
aBZ95W,At a cafe
9d2GA1,At the office
GrY6x2,At home
g5WaaK,"At the office, At home"
BG8EjA,"At home, At a cafe"
aBZ9GX,"At home, At a cafe"
aBZOMB,"On the go, At home, At a cafe"
AlWzdy,"At home, At the office, At a cafe, On the go"
jBGZ74,At home
rl2Djp,"At home, On the go"
zKWjyE,"At home, At a cafe, At the office"
9d2BvV,At the office
KM8za7,At home
GrY6re,At home
OA8aLg,"At a cafe, At home, On the go"
NA8rA0,At home
5dEbDb,At home
jBGZBQ,"At home, At a cafe"
GrY6JZ,At home
yleXOB,"On the go, At home"
OA8akK,"At home, At a cafe"
jBGZvR,At home
GrY6Xp,At home
zKWjd1,At home
Ld59k1,"At home, At the office"
MA81dX,At home
J28qao,"At a cafe, On the go, At home, At the office"
5dEbNZ,At home
VZoGry,"At a cafe, At home"
6drDqP,"At home, At a cafe"
1rGXe1,"At home, At the office"
PA8pVV,"At the office, At home"
AlWKzk,At home
lNVBok,"At home, At a cafe"
PA8pVe,At home
zKWNxa,"At a cafe, On the go, At home, At the office"
0Eo7O0,"At home, At a cafe"
9d2XD4,At home
VZojZl,"At home, At a cafe, On the go"
NA8DVN,At home
7d4bx9,At home
qbjab8,At home
jBGby9,"At home, At a cafe"
zKWNKE,On the go
Ld5zz1,"At a cafe, At home"
XeOrQg,At a cafe
dYQN8K,At the office
rl2Bgl,"At the office, At a cafe, At home"
5dE4eE,"At the office, On the go, At home, At a cafe"
QA8Mk7,"At home, At the office"
g5WD6d,"At home, At the office"
jBGaVR,"At home, On the go"
Rz8dZK,At a cafe
42PBdO,At home
GrYxZ2,At home
GrYKgp,"At home, At a cafe"
NA8Ddl,At home
DV0Kbq,"At home, On the go"
oAlDkx,At home
kYOb9r,On the go
OA8lg7,At home
VZoGJ6,At a cafe
VZojqJ,At home
42PQRd,At home
qbja4Y,"At home, At a cafe"
Rz8KWd,"At home, At a cafe"
VZoL46,"At home, At the office"
WAl9ee,"At home, At a cafe"
PA8Dq0,At the office
YZVR8v,At home
5dE4Ab,"At home, At the office, At a cafe"
oAlD8M,None of these
1rGk8b,At home
rl2BZL,"At the office, At home, At a cafe"
vNqer0,At home
PA815b,"At home, At the office"
WAlEEN,"At home, At the office, On the go"
kYOe7j,"At home, At the office"
pL4y0y,
NA8lDl,At home
qbjDWk,At home
XeOJMV,At home
1rGdKM,"At home, At a cafe"
WAlrbP,"At home, At a cafe"
7d4L12,"At home, On the go, At the office"
J28p8z,"At home, At the office"
pL4y4y,"At home, At a cafe"
oAle1P,At a cafe
DV0kER,"At the office, At home, At a cafe"
AlW2vk,"At home, At the office, On the go"
MA8N0g,At home
EP8dVX,At home
oAleL1,"At home, At the office"
9d2ZNX,At the office
NA8l2Q,"At the office, At home"
8djaYO,At home
6drjXo,"At the office, At home, At a cafe"
PA81MP,At home
EP8d7o,"On the go, At home"
1rGdqL,At home
xd9Dxk,At home
BG8pae,At home
pL4y8E,"At home, On the go, At a cafe"
24OABe,"At home, At the office, On the go, At a cafe"
rl2Bzo,"At home, On the go, At the office"
ZdPO2B,"At home, At the office, At a cafe"
kYOGdZ,"At home, At the office"
zKWy91,"At the office, At home"
eB9rLO,At home
9d2Z6G,At home
pL4or1,At home
dYQ0DA,At home
1rG4xb,At home
5dE9EP,At home
9d2ZjQ,
24OALV,At home
pL4o2J,
8djLyl,At home
0Eo859,"At home, At the office"
9d2Zp1,"At home, At a cafe"
oAlRqe,"At the office, At home"
6drK0J,"At a cafe, At home, On the go"
lNVO4V,"At a cafe, At home"
AlWp9o,At home
EP8lO4,At home
g5Wqll,"At home, At the office, On the go, At a cafe"
8djL45,"At home, On the go, At the office"
VZoPrv,"At home, At the office"
rl2oD5,"At home, On the go, At the office"
XeO40z,"At the office, At home"
oAl26X,"At a cafe, At home, On the go"
DV07Bp,At home
NA87DN,At home
MA8Ezl,"At home, At a cafe"
5dE9DN,At home
jBGlx4,At home
blNWNg,At home
GrYRLk,At home
GrYR0k,"At a cafe, At home"
MA8EAk,"At home, On the go, At the office"
OA8787,"At home, At a cafe, On the go"
24OKL9,"At home, On the go, At the office"
pL4D9E,"At home, On the go"
VZozlM,"On the go, At home"
vNqPqv,At home
kYONrJ,"At home, On the go"
aBZ2lE,At home
BG8xbQ,At home
AlWB5N,At home
DV076l,"At home, At the office"
Rz8D9K,At home
jBGl1a,"At home, On the go"
AlWB1D,At home
24OK29,"At home, At the office"
24OPPA,"At home, At a cafe"
g5WGdN,"At the office, At home"
7d4xXA,"At home, At a cafe"
ZdPaNA,"At home, At a cafe"
ZdPadA,At home
eB9R6J,At home
VZoJ4g,At home
ZdPaGe,At home
zKWYR1,"At home, At a cafe"
1rGV6p,"At home, At the office"
BG87r1,At home
PA8OJ0,"At home, At a cafe"
QA8V6X,At home
WAlzbQ,"At the office, At home, At a cafe"
vNqyev,"At the office, On the go"
aBZY5v,At home
8djQeY,At home
9d2D11,At the office
PA8595,"At home, At the office"
XeOWRe,"At the office, At home"
qbjAN9,
42PxP5,"At the office, At home, On the go, At a cafe"
oAlMgx,"At home, At a cafe"
lNVdxp,"At home, At a cafe"
6dr2Be,"At a cafe, At home"
42PxMB,"At home, At the office"
0Eo6NQ,
zKWDg0,At home
6dr2lO,"At home, At a cafe"
EP8WgN,"At the office, At home, At a cafe"
Ld5WAz,At a cafe
MA8bXl,"At home, At a cafe"
jBGQK9,At home
7d4Ng6,At a cafe
NA86q0,At home
Rz80oj,"At home, At the office"
GrYz6e,"At home, At the office"
rl2AgR,"At the office, At a cafe, On the go"
NA86AB,"At the office, At a cafe, On the go"
24Oeej,"At home, At the office"
DV0Nvb,"At home, At a cafe"
zKWD61,At home
Ld5b5O,"At home, At the office, At a cafe"
24OerL,"At the office, At home"
QA8DA8,"At home, At the office"
Rz80VP,At home
AlWd4N,At home
8djKEr,"At the office, At home"
24OeoM,"At the office, At home"
yle6oW,"On the go, At a cafe"
NA8oKO,"At home, At a cafe"
5dEzOQ,At home
0Eox59,"At home, At the office"
Rz80kv,"At home, At a cafe"
7d4WYR,"At home, On the go"
oAlyxN,"At home, At a cafe"
OA8zZg,"At home, On the go, At the office"
1rGlOb,At home
OA8zpp,At home
GrYz2j,"At home, At a cafe"
PA8Add,"At home, At a cafe"
dYQ6Jo,"At home, At a cafe"
aBZBNE,At the office
jBGB6Y,"At the office, At home"
ylelXW,On the go
AlWdeD,At the office
VZoZYg,"At the office, At home"
ylelvg,"At a cafe, At home, On the go, At the office"
VZoZvv,At a cafe
qbjbj7,At home
Rz8zrp,At a cafe
oAlALb,At home
ylelyX,"On the go, At home, At a cafe"
42P20r,"At the office, At home"
1rGVNl,"At home, At a cafe"
ylelbd,At home
YZVORq,"At home, At a cafe"
24OkKb,"On the go, At home, At a cafe"
ZdPV6A,At home
jBGM04,At home
0EoMMA,At home
dYQAjr,At home
YZVOYN,At home
rl2Kql,At home
DV010Z,"At home, At a cafe"
KM8oBX,"At the office, At home"
g5WA1N,"At the office, At home"
8djkWx,"At the office, At a cafe, On the go, At home"
GrY142,At home
Ld5GRl,"At home, On the go"
PA8Exx,"At home, At the office"
7d4ZRR,"At home, At a cafe"
xd9ZYo,"At home, At a cafe"
GrY1GO,At home
0EoPBN,"At home, At the office"
eB9EEo,On the go
24OrLb,At home
YZVdVv,At a cafe
PA80Pe,"At the office, At home, On the go"
J280BR,"At home, At the office, On the go, At a cafe"
oAlO1e,At home
zKWe98,At home
xd9Z7o,"At a cafe, At home"
yleDb4,At home
7d4NML,"At a cafe, At home, At the office"
24Or0b,At home
QA80QA,"At home, At a cafe"
KM80XK,"At the office, At a cafe, On the go, At home"
8djGNl,At home
oAlOxx,"At the office, At home, On the go"
oAloDO,At a cafe
OA80vA,At home
Rz8L7Q,"At the office, At home, At a cafe"
0EoLb0,"On the go, At the office, At home"
GrYLqQ,At home
KM8Lgg,"On the go, At the office, At a cafe, At home"
zKWJ7k,"At home, At a cafe, On the go, At the office"
dYQjYd,"At home, At the office"
AlWDde,At home
WAlYYN,None of these
5dEvMP,"At the office, At a cafe, At home, On the go"
YZVYvz,At home
dYQjpN,"At home, At the office, On the go"
EP8Dr2,At home
NA8Y1O,At home
OA8Yxa,At home
42PveX,"At the office, At home"
eB92Gx,"At home, At the office, At a cafe, On the go"
GrYDNp,At home
oAldrV,"At home, At the office, On the go, At a cafe"
NA8Yvp,"At home, On the go"
kYOWV1,"At home, At a cafe"
qbjKvY,"At home, At a cafe"
DV0JEj,At the office
pL472P,"At the office, At home, At a cafe"
yleEB8,"At the office, At home"
42PoWY,"At the office, On the go, At home, At a cafe"
0Eo8pZ,On the go
NA805j,At home
jBG96E,"At home, At the office"
zKWQja,At home
42PN8B,At home
42PN2B,At home
GrYBJQ,"At home, At a cafe"
WAlpBj,
VZo1bM,At home
EP8bar,"At home, At the office, On the go"
8djpW5,"At home, At the office"
kYORko,"At the office, At home, On the go, At a cafe"
VZo1BJ,"On the go, At home, At the office"
J28kGo,"At home, On the go"
vNqxbv,At home
vNqxp0,"At the office, At home"
AlWbko,At the office
0EojW0,At home
VZo1el,At home
lNVlPX,"At home, At a cafe"
Ld5MLO,"At home, At the office, At a cafe, On the go"
aBZjQZ,"At home, At a cafe"
XeOBKz,At home
xd90dy,At the office
jBG0la,"At home, At a cafe"
vNq0Xl,At home
XeORJY,At home
6dr1OO,At the office
GrYoqQ,"At home, On the go, At the office"
VZo946,At the office
1rGbOg,"On the go, At home"
AlW6Nz,At home
eB9Nlk,"At the office, At home, At a cafe"
Rz8Z7p,At the office
PA82QV,"At home, At the office, On the go, At a cafe"
VZo91E,At home
J288qz,"At home, At a cafe, On the go, At the office"
Rz88xv,At a cafe
24OOAe,"At home, At a cafe"
6drrRk,At home
xd99Ny,At home
J288B7,At home
DV00VZ,"At home, At the office"
MA88WM,"At home, At the office"
vNqq14,At home
xd99Gr,"At home, At the office"
7d4JOR,At home
5dE89b,At home
VZovVj,At home
oAlKke,"At home, At a cafe"
42PAoA,"At a cafe, At home, On the go"
YZVpBz,At home
WAlD0e,At home
aBZAYE,"At the office, At home"
5dEeb6,"At home, At a cafe, On the go, At the office"
aBZK8b,"At the office, At home, On the go, At a cafe"
7d4aDz,"At home, At a cafe, At the office"
xd9R4v,At home
zKWGyq,At a cafe
aBZAD2,"At home, At the office"
BG8jLe,"At home, At the office, On the go, At a cafe"
6drWyB,On the go
NA8Mj0,At home
GrYq4p,At home
aBZAWW,"At home, At a cafe"
jBGkaJ,None of these
8djRol,"At home, At a cafe"
g5WkQK,"At home, At a cafe"
vNqdzg,"At home, At a cafe"
PA8GWe,"At home, At a cafe"
zKWLyk,"At home, At a cafe, At the office"
eB9v7O,At home
YZVkOB,"On the go, At home, At the office, At a cafe"
blNvR1,"At home, At a cafe, At the office"
lNVvz6,"At home, At a cafe"
QA8kPp,At home
0EoaXN,"At home, On the go, At the office"
9d24ZK,At the office
24O70L,At a cafe
lNVv5V,At home
BG8eRe,"At home, At the office"
Ld5oZj,"At a cafe, At home"
KM8R9z,At home
ylegqW,"At home, At a cafe"
jBGgEQ,"At home, On the go"
7d4jzR,"On the go, At the office, At home"
NA8gMW,"At the office, On the go, At home"
0EolEy,"At home, At the office, At a cafe, On the go"
vNqpVl,
rl2pWX,"At home, At a cafe, At the office, On the go"
24OZrj,"At home, At the office"
24OZ99,At home
GrYyvj,At home
aBZo4W,"At home, At a cafe"
GrYyv2,At home
oAlpr1,At home
blNyVg,At home
kYOQN1,At home
DV0Py5,At home
KM8Nkg,None of these
MA82rp,"On the go, At the office, At home"
KM8718,At home
DVABNq,"At home, At the office"
PAvpP1,"At home, At a cafe, On the go"
aBK9lZ,At home
7d1qYZ,"At the office, At home, On the go"
aBK5GX,"At home, At the office, At a cafe"
241AGA,At home
oAK2l5,"At home, At the office, At a cafe"
eBKaMk,"At the office, At home"
g5Y9XO,"At home, At the office, At a cafe, On the go"
AlAB5z,"At home, At the office"
oAKGpN,"At the office, At home"
zK2YQq,"At home, At the office, At a cafe"
dYKdod,"At home, At the office, On the go, At a cafe"
7d1xrR,"At home, On the go"
aBKYRX,At home
oAKMjb,"At home, At the office"
kYKybM,"At the office, At home"
WADNek,
NAM6Yp,"At home, On the go, At the office, At a cafe"
jB5yQ9,"At home, At the office"
yljly0,"At a cafe, At home, At the office"
oAKBJe,At home
eBKAGk,"At the office, At home, At a cafe"
KMv6KK,"On the go, At the office, At home"
vNE2Zl,"At home, At the office"
KMvLNM,"At the office, At home, At a cafe"
lNKWjB,"On the go, At home, At the office"
PAvXE5,At home
9dpvKG,At home
0E1vgN,"At home, On the go, At the office, At a cafe"
OAdJzR,"At the office, At home, On the go"
pLRWYb,"At the office, At home, At a cafe"
5d8GLd,At home
1rDJYl,At home
241vE9,"At home, At the office"
rlGraX,At home
KMvJZX,At home
BGADYN,At home
g5YNYd,At home
YZpzy0,"At the office, At home"
OAdBMa,"At the office, On the go, At home, At a cafe"
dYK2oV,At home
vNE0Dd,"At the office, At home, On the go"
J2XkXd,At home
vNE0Y8,At home
DVAXPb,"At home, At the office"
EPv8WN,At home
YZpVlq,At home
jB5MEY,At home
42AA2k,"At the office, At home, At a cafe"
DVAAYl,"At the office, At home"
g5YW51,At home
WADM8v,"At home, At the office, At a cafe"
NAMbXp,
1rDDZO,At home
qboJdg,"At home, On the go"
0E11K6,At home
pLRJ9y,"At home, At a cafe, On the go"
QAvzjk,At home
EPvZjN,"At the office, On the go, At home, At a cafe"
xd4RKr,"At a cafe, At home"
42Ap4O,"At the office, At home"
0E1D5Z,"At the office, At home"
g5YkOd,"At home, At the office, On the go"
ZdvD8z,"At home, On the go, At a cafe"
lNKMov,"At the office, At home"
rlGJKR,"At home, At the office"
RzvkQl,"At home, At a cafe, At the office"
241oZD,At home
aBKzLq,"At home, At the office, On the go, At a cafe"
Xe1QPj,"At home, On the go, At the office"
GrX79O,At home
DVAW05,"At home, At the office"
MAvG7g,At home
QAv458,"At a cafe, On the go"
KMvO2z,"At home, At the office"
8dAEWk,"At the office, At home"
VZvdYN,"At home, On the go, At a cafe"
BGADV5,At home
yljg5d,At home
pLR9Z1,"At home, At a cafe"
pLR1jb,"At home, At a cafe"
g5YxdK,"On the go, At the office, At home"
7d1ge9,"At home, At the office"
oAKaVP,At home
ZdvLxe,At home
lNK9jV,At home
PAvLGe,"At home, At the office"
Xe1dzY,At home
6dAGGe,"At home, At a cafe"
7d1YLZ,At home
vNEaD0,"At the office, At home"
pLRNKb,At the office
zK2AN0,At home
LdvjJ2,"At home, At a cafe"
DVAoQj,At home
xd4bKy,At home
blKRbo,"At a cafe, At home, On the go, At the office"
xd48r9,"At home, At a cafe"
9dp0bY,"At home, At the office"
Rzvqrp,At a cafe
GrXOqp,"At the office, At home, At a cafe"
0E1qKB,At home
GrXOXp,
7d1rKL,"At home, At a cafe"
Zdvr9y,At home
vNE5Og,"At home, At a cafe"
8dA45x,At home
Xe1PKP,At home
g5Y6KP,"At the office, At home"
pLR20y,At the office
RzvqeQ,"At a cafe, On the go, At home"
8dABok,At home
8dAB1r,At home
OAd2ZY,At home
kYK2lj,"At home, On the go, At a cafe"
RzvADQ,"At home, On the go, At the office, At a cafe"
9dp82p,"At the office, At home"
NAMaMQ,
pLRElV,At home
241pJj,At home
jB5KdJ,At home
eBKxvq,"At home, At a cafe"
dYKPVN,"At home, At the office"
GrYYvz,At home
jB5Ne4,"At home, On the go"
5d8Rbo,At home
7d1GbZ,At home
OAdOL8,At home
blK0G0,"At home, On the go"
xd4kxy,"At home, At the office, At a cafe"
g5YRyl,At home
Xe1KVj,At home
VZvREv,"At the office, At home, At a cafe"
zK2p0M,At home
J2XaDr,"At home, At a cafe"
pLRj4B,"At the office, At home, At a cafe"
yljKbW,At home
VZvRWl,At home
blY5eZ,"At home, At the office"
Al47oW,"At the office, At home"
lNYaNN,At home
WAKOvP,"At home, At a cafe"
8d6Nxl,At home
jBJeBJ,At home
QAz1z7,"At home, At the office"
lNYBPN,At home
PAbpo1,At home
1rNdW1,At home
oA5EQ1,"At home, On the go, At the office"
KMW55V,"At home, At the office"
Zd1Eao,"At the office, At home, On the go"
VZbQlv,On the go
rlJOM2,At home
8d6ZNA,
NAbX0l,At home
DVxplq,"At home, At the office"
