submission_id,why_drink
BGbRPN,"It makes me go to the bathroom, I need the caffeine, It tastes good, I need the ritual"
YZzABW,"I need the ritual, I need the caffeine, It tastes good"
zKQ6pq,"I need the ritual, It tastes good"
zKQ9E8,"It tastes good, I need the ritual"
vNxZPX,"I need the caffeine, It tastes good, It makes me go to the bathroom, I need the ritual"
EPbRzo,"It tastes good, I need the caffeine, I need the ritual"
9dJkGG,"It tastes good, I need the caffeine, I need the ritual"
dY2yyK,"It tastes good, I need the caffeine, I need the ritual"
42N6r5,It tastes good
eBxXOl,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual, Other"
7d9krR,"It tastes good, I need the caffeine"
PABxD0,It tastes good
24x6qp,"It tastes good, I need the caffeine"
ZdR7OA,"It tastes good, I need the caffeine, I need the ritual"
pLPEBP,"It tastes good, I need the ritual"
YZzA85,"It tastes good, I need the caffeine, I need the ritual"
AlbgPB,"It makes me go to the bathroom, It tastes good"
GrBPEL,"It tastes good, I need the caffeine, I need the ritual"
OABNO7,"I need the caffeine, It tastes good, It makes me go to the bathroom, I need the ritual"
dY2M0N,"It tastes good, It makes me go to the bathroom, I need the caffeine"
oAVP25,"It tastes good, I need the caffeine, I need the ritual"
VZ1eGE,
jB9RlY,"I need the caffeine, It tastes good"
6dQBXB,"It tastes good, I need the ritual"
rlrZzv,
J2kPqY,It tastes good
EPbOGB,It tastes good
eBxJ5E,
ylqQJ6,"It tastes good, I need the ritual"
QABZ2g,"It tastes good, I need the caffeine, I need the ritual"
EPbRPl,
bl4JPg,"I need the ritual, It tastes good"
vNxZGA,"It tastes good, I need the caffeine, I need the ritual"
YZz6ZN,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
0Ej9d0,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
AlbgBo,I need the caffeine
0Ej9BQ,It tastes good
1r2eXO,"It tastes good, I need the caffeine"
VZ16WM,It tastes good
vNx9oQ,"It tastes good, I need the caffeine, I need the ritual"
GrBGvj,It tastes good
g5Nl9M,"It tastes good, I need the caffeine"
qbEl89,"I need the caffeine, It tastes good"
9dJkdE,I need the caffeine
VZ162v,"I need the ritual, I need the caffeine, It tastes good"
bl4pVe,"It tastes good, I need the ritual, It makes me go to the bathroom"
lNlG7v,"I need the caffeine, I need the ritual, It makes me go to the bathroom"
aBrM8q,"It tastes good, I need the caffeine, I need the ritual"
RzBNoP,It tastes good
EPbRQ2,"It tastes good, I need the ritual"
ZdR7dV,"It tastes good, I need the ritual, It makes me go to the bathroom, I need the caffeine"
8dpBdl,
xdNqrJ,"It tastes good, I need the caffeine"
GrBGlQ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
ZdRB40,It tastes good
7d9AW2,"It tastes good, I need the caffeine"
PABqMQ,"It tastes good, I need the caffeine, I need the ritual"
jB9RGa,
0Ej9V0,It tastes good
g5Nl5P,"It tastes good, I need the ritual"
Albgdl,"I need the caffeine, It tastes good, I need the ritual"
42N6Ak,
zKQ9ME,It tastes good
DVv85N,"It tastes good, I need the caffeine"
VZ1e8M,"It tastes good, I need the caffeine"
aBrLEb,"I need the ritual, It tastes good"
24x6Wj,It tastes good
pLPEL1,"It tastes good, I need the caffeine"
qbErYG,"I need the caffeine, It tastes good, It makes me go to the bathroom"
6dQlWP,"It tastes good, I need the caffeine"
OAB2Aa,"It tastes good, I need the caffeine"
OAB2b7,It tastes good
vNxZMd,"It tastes good, I need the ritual"
eBxXVe,"It tastes good, I need the ritual, I need the caffeine"
DVvG6Z,"I need the caffeine, Other"
QABQqX,It tastes good
ZdR7Dy,
GrBGXp,It tastes good
rlr4PX,"It tastes good, I need the caffeine, I need the ritual"
LdMr0l,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
eBxJ00,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
zKQ90R,"I need the ritual, It tastes good, I need the caffeine, It makes me go to the bathroom, Other"
J2kPVo,"It tastes good, I need the caffeine"
42N6jr,"I need the caffeine, It tastes good"
qbErd5,"It tastes good, I need the caffeine, I need the ritual"
8dpBAO,"It tastes good, I need the ritual"
DVv81l,It tastes good
PABxBV,"It tastes good, I need the caffeine, I need the ritual"
5dq7jb,It tastes good
1r2ePM,It tastes good
1r2e7b,"It tastes good, I need the caffeine"
ZdR71z,"It tastes good, I need the caffeine, I need the ritual"
LdMrWJ,"It tastes good, I need the ritual"
6dQlOJ,It tastes good
KMBEyk,"It tastes good, I need the caffeine"
bl4pNL,"I need the caffeine, It tastes good, I need the ritual"
xdNq0r,
eBxJYO,
VZ162J,"I need the ritual, It tastes good"
rlr4p5,"It tastes good, I need the caffeine, I need the ritual"
6dQl1k,"It tastes good, I need the ritual"
aBrLk9,
jB9R0a,It tastes good
5dq786,"It tastes good, I need the ritual, I need the caffeine"
zKQ92a,
42N6zO,It tastes good
1r2erg,"It tastes good, Other, I need the caffeine"
LdMrq2,It tastes good
MAd4VX,It tastes good
42N69k,It tastes good
PABxYe,"It tastes good, I need the caffeine, I need the ritual, Other"
GrBGy2,"It tastes good, I need the caffeine, I need the ritual"
EPbRb4,"It tastes good, I need the caffeine"
ZdR7ya,It tastes good
bl4Jbo,"It tastes good, I need the ritual"
lNlG96,"I need the ritual, It tastes good, It makes me go to the bathroom"
ZdR7ga,"I need the ritual, I need the caffeine, It tastes good"
xdNWOy,"It tastes good, I need the caffeine, I need the ritual"
42N6Ro,"It tastes good, I need the caffeine, I need the ritual"
zKQ9BZ,"It tastes good, I need the ritual"
5dq7GE,"It tastes good, I need the caffeine, I need the ritual"
g5NlDN,"It tastes good, Other"
42N6Do,"It tastes good, I need the ritual, It makes me go to the bathroom"
WApWXL,"It tastes good, I need the caffeine, I need the ritual"
AlbgaB,"It tastes good, I need the ritual"
xdNqlo,"It tastes good, I need the ritual, Other"
KMBE2z,"It tastes good, I need the caffeine"
5dq7xv,"It tastes good, Other"
QABZZY,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
MAdx0p,"It tastes good, I need the caffeine"
WApWgP,"It tastes good, I need the ritual, I need the caffeine"
eBxJ8J,"It tastes good, I need the caffeine, I need the ritual"
42N6Ob,"It tastes good, I need the ritual, I need the caffeine"
WApWkQ,"It tastes good, I need the caffeine, I need the ritual"
KMBEEg,It tastes good
6dQldA,It tastes good
rlr40N,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
DVv8QN,
WApW6L,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
g5NlBD,It tastes good
QABZOp,"It tastes good, I need the caffeine"
KMBEgk,"It tastes good, I need the ritual"
VZ1eAl,"I need the ritual, Other"
YZz62W,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
OAB2Yg,"It makes me go to the bathroom, I need the ritual, I need the caffeine"
8dpBBl,"It tastes good, I need the caffeine, I need the ritual"
VZ1e6j,It tastes good
WApWWe,"It tastes good, I need the caffeine, I need the ritual"
rlr4e2,Other
6dQlqY,"I need the caffeine, I need the ritual, It tastes good"
8dpB2A,"It tastes good, I need the caffeine, I need the ritual"
NABj2p,"It tastes good, I need the ritual, Other"
oAVPaM,"It tastes good, I need the ritual, I need the caffeine"
DVv89p,"It tastes good, I need the caffeine, I need the ritual"
jB9RLJ,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
rlrZXl,"It tastes good, I need the caffeine"
XeBbpg,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
ZdR7e0,"It tastes good, I need the ritual"
WApWQJ,"It tastes good, I need the caffeine"
XeBaWz,"It tastes good, I need the caffeine, I need the ritual"
xdNqzG,"I need the caffeine, It tastes good, I need the ritual"
WApWxv,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good"
AlbgoD,"It tastes good, I need the ritual"
dY2MBK,"It tastes good, I need the caffeine"
aBrROv,
jB9jDa,"I need the ritual, It tastes good, I need the caffeine"
jB9RO4,"It tastes good, I need the ritual"
EPbRj4,It makes me go to the bathroom
8dpX1O,"It tastes good, I need the caffeine, I need the ritual"
OAB6l8,"It tastes good, I need the caffeine, It makes me go to the bathroom"
J2kPNR,"It tastes good, I need the caffeine, I need the ritual"
ylqBN4,"I need the ritual, It tastes good, It makes me go to the bathroom"
LdMrQp,"It tastes good, I need the ritual"
42N6WX,"It tastes good, Other"
RzBAWd,"It tastes good, I need the caffeine, I need the ritual"
oAVq21,"It tastes good, I need the ritual"
BGbyPK,"I need the caffeine, It tastes good"
OAB648,"It tastes good, I need the ritual, I need the caffeine"
KMB9Q8,"It tastes good, I need the caffeine, Other"
rlr4zR,It tastes good
5dq7WE,"It tastes good, I need the ritual"
eBxV50,It tastes good
vNxlyd,"It tastes good, I need the ritual"
LdMePG,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
EPbRyr,"It tastes good, I need the caffeine"
vNxZ70,"It tastes good, I need the caffeine, I need the ritual"
9dJ8D1,"It tastes good, I need the ritual, I need the caffeine"
WApLzP,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
NABaJp,
9dJ8Np,It tastes good
AlbEzk,"I need the ritual, It tastes good, I need the caffeine"
MAdWKM,"It tastes good, I need the caffeine, I need the ritual, Other"
EPb2PL,"It tastes good, I need the caffeine, I need the ritual"
xdNAp9,"I need the ritual, It tastes good, I need the caffeine"
5dqJKo,It tastes good
rlrejl,"It tastes good, I need the ritual"
7d9yRP,"It tastes good, I need the ritual"
rlre6L,"I need the ritual, I need the caffeine, It tastes good"
DVvjzj,"It tastes good, I need the caffeine"
dY2Oqo,"It tastes good, I need the caffeine"
AlbE6y,"It tastes good, I need the ritual, I need the caffeine"
pLPQP1,
J2kQlJ,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other"
EPb20A,It tastes good
BGbrD1,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
RzBABK,It tastes good
oAVqB5,"It tastes good, I need the caffeine, I need the ritual"
ylqB9p,It tastes good
xdNAQE,It tastes good
1r2LM4,"It tastes good, I need the caffeine, It makes me go to the bathroom"
rlredX,"I need the ritual, I need the caffeine, It tastes good"
vNxlql,"It tastes good, I need the caffeine"
XeBplg,"It tastes good, I need the caffeine"
EPb2do,"It tastes good, I need the caffeine"
24xW0D,"I need the caffeine, I need the ritual"
oAVqvP,It tastes good
J2kQMR,"I need the caffeine, I need the ritual"
lNlxDk,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other"
ylqBx6,"I need the caffeine, I need the ritual"
GrBZqL,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
lNlxzk,It tastes good
ZdRMve,"I need the ritual, I need the caffeine, It tastes good"
jB9jga,"I need the ritual, I need the caffeine, It tastes good"
aBrRzB,"It tastes good, I need the caffeine, I need the ritual"
oAVq0b,"It tastes good, I need the ritual"
XeBpQg,"It tastes good, I need the caffeine, I need the ritual"
pLPQ48,"It tastes good, I need the caffeine, I need the ritual"
8dpXyx,
oAVqaV,
6dQgAY,"It tastes good, I need the ritual"
xdNAoy,"It tastes good, I need the caffeine, It makes me go to the bathroom"
ylqBoX,It tastes good
eBxV8q,"It tastes good, I need the caffeine, I need the ritual"
oAVqa1,It tastes good
24xpyV,"It tastes good, I need the ritual"
0EjKGN,"It tastes good, I need the caffeine, I need the ritual"
1r2LyW,It tastes good
NABavG,"It tastes good, I need the caffeine"
oAVq6P,"It tastes good, I need the caffeine"
YZz1bq,It tastes good
EPb2gX,"It tastes good, I need the ritual"
PAB78B,"It tastes good, I need the ritual"
8dpX8r,"It tastes good, I need the caffeine, I need the ritual"
WApLda,"I need the caffeine, It tastes good"
0EjKy6,"It tastes good, I need the caffeine, I need the ritual"
YZz1A0,It tastes good
g5NEKJ,
xdNA59,"It tastes good, I need the ritual, I need the caffeine"
dY2Ooz,"It tastes good, I need the caffeine"
NABaRj,"It tastes good, I need the caffeine"
QABbZl,It tastes good
5dqJoM,It tastes good
rlreXp,"It tastes good, I need the caffeine"
8dpXYA,I need the caffeine
KMB9AM,It tastes good
WApLLL,"It tastes good, I need the ritual"
AlbEVy,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
vNxl7g,"It tastes good, I need the ritual"
GrBZNe,"It tastes good, I need the caffeine, I need the ritual"
YZz18v,"It tastes good, I need the caffeine, I need the ritual"
AlbkLk,
7d9yy6,"It tastes good, I need the ritual"
ylqB1g,"It tastes good, I need the caffeine, It makes me go to the bathroom"
PAB7M1,I need the ritual
zKQVxM,"It tastes good, I need the caffeine"
lNlx8p,"It tastes good, I need the caffeine, I need the ritual"
5dqNjo,It tastes good
GrBMKZ,
jB9j11,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other"
5dqJYM,"It tastes good, I need the caffeine, I need the ritual"
kYR2Dr,Other
zKQV7a,"It tastes good, I need the caffeine"
8dp9Nz,"It tastes good, I need the ritual"
vNxlRX,It tastes good
9dJe7p,"It tastes good, I need the caffeine, I need the ritual"
VZ1Kkj,"It tastes good, I need the ritual"
WAp48j,"It tastes good, I need the ritual"
MAdWMA,"It tastes good, I need the caffeine"
xdNGXv,It tastes good
PABo6b,"I need the ritual, I need the caffeine, It tastes good"
OAB6OM,"It tastes good, I need the ritual"
6dQqO5,
kYR2Ld,"It tastes good, I need the caffeine, I need the ritual"
0Ej4MZ,"It tastes good, I need the ritual"
BGbvpQ,It tastes good
8dp9L5,It tastes good
8dp9po,
EPbpKr,"It tastes good, I need the caffeine, I need the ritual"
MAd0AX,"It tastes good, I need the ritual"
DVvLzq,"It tastes good, I need the caffeine"
XeBjEd,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
OABRPK,"It tastes good, I need the caffeine"
qbEyL9,I need the caffeine
AlbkDW,"It tastes good, I need the caffeine"
bl4axo,"I need the ritual, It tastes good"
DVvLV5,"It tastes good, I need the caffeine, I need the ritual"
8dp9jk,It makes me go to the bathroom
24x2LA,"It tastes good, I need the ritual, I need the caffeine"
GrBM1j,"It tastes good, I need the caffeine"
1r2L1g,"I need the ritual, It tastes good, I need the caffeine"
9dJelG,It tastes good
xdNG0E,"It tastes good, I need the caffeine, I need the ritual"
24x2vA,It tastes good
LdM8M2,"It tastes good, I need the caffeine"
MAd0Ml,
jB9KW6,"It tastes good, I need the caffeine"
NABz8N,"I need the caffeine, It tastes good"
bl4aL2,"It tastes good, I need the ritual"
J2ky8z,It tastes good
ZdRxV0,"It tastes good, I need the caffeine, I need the ritual"
PABo0Q,It tastes good
g5NBYM,
0Ej4lB,"It tastes good, I need the caffeine"
QABGxl,"It tastes good, I need the ritual"
24x2DM,"It tastes good, I need the caffeine, I need the ritual"
MAd0qA,"It tastes good, I need the caffeine, I need the ritual"
ZdRxgB,"It tastes good, I need the caffeine, I need the ritual"
lNlp2B,"It tastes good, I need the caffeine, I need the ritual"
42NZeo,
RzBOa9,Other
GrBMjZ,It tastes good
YZz2Ad,"It tastes good, I need the caffeine"
dY274o,"It tastes good, I need the ritual"
PABoP1,"It tastes good, I need the caffeine"
GrBMEp,"It tastes good, I need the caffeine"
24x2qb,
NABz2Q,It tastes good
g5NB6d,"It tastes good, I need the ritual, Other, I need the caffeine"
aBrWJv,"I need the ritual, I need the caffeine, It tastes good"
42NZA5,"It tastes good, I need the caffeine"
RzBOyJ,It tastes good
lNlp8B,"I need the ritual, It makes me go to the bathroom"
EPbp2o,It tastes good
VZ1rGy,"It tastes good, Other"
kYRqad,It tastes good
0Ej4X0,"It tastes good, I need the caffeine, I need the ritual"
eBxbko,"It tastes good, I need the caffeine, I need the ritual"
lNlQrN,
bl4P96,"It tastes good, I need the caffeine, I need the ritual"
MAd0WY,"It tastes good, I need the caffeine, I need the ritual"
9dJe8G,It tastes good
vNxkjX,Other
VZ1rXg,"It tastes good, I need the caffeine, I need the ritual"
zKQVV8,"It tastes good, I need the caffeine, I need the ritual"
QABGgl,It tastes good
EPb9ll,"It tastes good, I need the caffeine"
24x26V,"I need the caffeine, I need the ritual, It tastes good"
AlbZBe,"It tastes good, I need the caffeine"
ylqLXd,I need the caffeine
qbEyyd,"I need the ritual, It tastes good"
KMBbM8,"It tastes good, I need the caffeine, I need the ritual"
9dJVXE,"It tastes good, I need the caffeine"
zKQl7M,"It tastes good, It makes me go to the bathroom, I need the caffeine"
pLParP,"It tastes good, I need the ritual"
VZ1g0g,It tastes good
GrBW9e,It tastes good
aBrWpq,"I need the caffeine, It tastes good"
8dpOeO,
5dqRxZ,"It tastes good, I need the caffeine"
jB9Ne1,"It tastes good, I need the ritual, I need the caffeine, Other"
KMBbo8,"It tastes good, I need the caffeine"
DVvQKl,"It tastes good, I need the caffeine, It makes me go to the bathroom"
dY2rYo,"It tastes good, I need the caffeine, It makes me go to the bathroom"
24x2Jb,"It tastes good, I need the caffeine, I need the ritual"
KMBbkK,
ylqL9x,I need the ritual
BGbNGQ,"It tastes good, I need the ritual"
g5N2AO,"It tastes good, I need the caffeine"
eBx4zJ,"It tastes good, I need the ritual"
eBx4lx,
VZ1gxN,"It tastes good, I need the ritual, I need the caffeine"
EPb9Y2,"It tastes good, I need the caffeine"
XeBX9e,It tastes good
oAVWQN,"It tastes good, I need the caffeine"
6dQoVo,"It tastes good, I need the caffeine, I need the ritual"
vNxkK8,"It tastes good, I need the caffeine"
NABzGb,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
EPb9El,It tastes good
pLPgv1,"It tastes good, I need the caffeine"
24x2lM,I need the caffeine
OABRKR,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
24xpWb,It tastes good
lNlxeW,"It tastes good, I need the caffeine, I need the ritual"
OAB6ER,"It tastes good, Other"
DVvQbX,It tastes good
jB9jR9,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
KMBbAX,"It tastes good, I need the caffeine, I need the ritual"
rlr7bo,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
RzBppJ,
J2k7jK,Other
ZdR0bB,It tastes good
bl4P1Z,It tastes good
bl4Pag,"It tastes good, I need the caffeine, I need the ritual"
1r28gg,"It tastes good, I need the caffeine, I need the ritual"
BGbNr5,"It tastes good, I need the caffeine"
42NeXb,"It tastes good, I need the caffeine, I need the ritual"
GrBWAZ,"It tastes good, I need the caffeine, I need the ritual"
xdNKWr,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
9dJVkQ,"It tastes good, I need the caffeine"
OABvZY,It tastes good
42NeJo,"It tastes good, I need the caffeine"
ylqV46,"It tastes good, I need the ritual"
pLP8oy,"It tastes good, I need the caffeine"
5dqW9v,"I need the caffeine, It tastes good"
NABG0O,
ylqVl8,"I need the caffeine, I need the ritual, It tastes good, It makes me go to the bathroom"
0EjNE9,"It tastes good, I need the caffeine, I need the ritual"
kYRMEZ,It tastes good
8dp7Zk,"It tastes good, I need the caffeine"
WApxEL,"I need the ritual, It makes me go to the bathroom"
EPbyLB,"It tastes good, I need the caffeine, I need the ritual"
GrB8Qo,
xdNOZv,"It tastes good, I need the ritual"
24x02L,"It tastes good, I need the ritual, I need the caffeine"
WApxeN,"It tastes good, I need the ritual"
J2k5Vo,"It tastes good, I need the caffeine"
VZ129g,"It tastes good, I need the caffeine"
NABGBl,"I need the ritual, It tastes good"
VZ12oJ,"I need the caffeine, It tastes good"
J2k5Md,It tastes good
EPbyvX,"I need the caffeine, It tastes good"
VZ12yl,
oAVXgX,It tastes good
qbE0ek,It tastes good
g5NKXM,"It tastes good, I need the ritual"
EPbyOl,
24xQRp,"It tastes good, I need the caffeine"
dY2BOd,
PABVoe,
xdNO19,"It tastes good, I need the caffeine"
zKQPLq,"It tastes good, I need the caffeine, I need the ritual"
vNxoVX,I need the caffeine
24xQGe,It tastes good
eBxkrJ,"It tastes good, I need the ritual"
rlrzbp,"I need the caffeine, I need the ritual"
xdNOWd,It tastes good
qbE09g,"It tastes good, I need the ritual, I need the caffeine"
VZ12rM,"It tastes good, I need the caffeine"
pLPlyV,
GrB8jz,It tastes good
pLPlbq,It tastes good
24xM8L,"It tastes good, I need the caffeine, I need the ritual"
QABP67,It tastes good
6dQaoJ,"It tastes good, I need the caffeine, I need the ritual"
PABVZx,"It tastes good, I need the caffeine, I need the ritual"
RzB7Pp,
QAB6Mg,
OABWXK,"It tastes good, I need the ritual, I need the caffeine"
ylqWYp,"I need the caffeine, It tastes good"
VZ1kGv,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
bl40qo,It tastes good
NABelG,"It tastes good, I need the caffeine"
5dqy9M,"It tastes good, I need the caffeine, I need the ritual"
kYRVEJ,"It tastes good, I need the caffeine, I need the ritual"
Alb1GN,I need the ritual
rlrxo5,It tastes good
OABW5A,"It tastes good, I need the caffeine"
zKQPpR,"It tastes good, I need the ritual"
WApvYR,It tastes good
xdNOlo,"It tastes good, I need the caffeine, I need the ritual"
NABe7W,"It tastes good, I need the ritual"
aBr8zB,"It tastes good, I need the caffeine, I need the ritual"
MAd98k,"It tastes good, I need the caffeine, I need the ritual"
xdNel5,"It tastes good, I need the caffeine, I need the ritual"
xdNe6r,It tastes good
42NgdO,"It tastes good, I need the ritual"
5dqyVo,"It tastes good, I need the caffeine"
QAB6JY,"It tastes good, I need the caffeine, I need the ritual"
DVvl9b,
DVvlbq,"It tastes good, I need the caffeine, I need the ritual"
qbE2M2,"It tastes good, I need the ritual"
5dqyoM,Other
24xMzp,"It tastes good, I need the caffeine, I need the ritual"
42NgEk,"It tastes good, I need the caffeine, It makes me go to the bathroom"
XeBKAd,
RzB7Qp,"It tastes good, I need the caffeine"
GrB2GQ,It tastes good
MAd9WE,It tastes good
oAV4YX,"It tastes good, I need the caffeine, I need the ritual"
g5NRxN,"It tastes good, I need the caffeine, Other"
42NgM5,It tastes good
lNlPqW,It tastes good
aBr8JE,It tastes good
42Ne8r,"It tastes good, I need the ritual"
LdMQxO,
XeBK0d,"It tastes good, I need the caffeine"
8dp00l,
ZdRpqV,"It tastes good, I need the caffeine"
24xM5V,"It tastes good, I need the caffeine, I need the ritual"
24xqAj,
OABWqp,"It tastes good, I need the caffeine, I need the ritual"
9dJzzE,"It tastes good, I need the caffeine, I need the ritual"
7d9809,
dY258K,"It tastes good, I need the ritual"
YZzEjJ,"It tastes good, I need the ritual"
PABMpV,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom"
xdNkX5,I need the caffeine
LdMA7v,"I need the ritual, It tastes good"
1r2Zb4,
XeBKZP,"I need the ritual, It tastes good"
jB9dPx,"It tastes good, I need the ritual"
42NWaY,"It tastes good, I need the caffeine, I need the ritual"
KMBq7X,It tastes good
oAVry1,"I need the caffeine, I need the ritual"
QABgJk,"I need the caffeine, It tastes good, I need the ritual"
DVvl6p,It tastes good
8dpveY,"I need the ritual, It tastes good, I need the caffeine"
DVvrvp,"It tastes good, I need the caffeine"
ylqKZX,"I need the ritual, It makes me go to the bathroom, It tastes good"
EPbjYr,
VZ1RYl,"It tastes good, I need the caffeine, I need the ritual"
rlrNpR,It tastes good
vNx710,It tastes good
DVvrMl,"It tastes good, I need the caffeine, I need the ritual"
bl4B20,I need the ritual
WApGZk,"I need the caffeine, I need the ritual, It tastes good"
7d9BgZ,"It tastes good, I need the caffeine"
PABaYx,It tastes good
GrBNyk,"It tastes good, I need the caffeine, I need the ritual"
vNx7pD,"It tastes good, I need the caffeine, I need the ritual"
24xqzL,"It tastes good, It makes me go to the bathroom"
XeBVpd,
J2kayY,
jB9O5J,"It tastes good, I need the ritual, It makes me go to the bathroom"
aBrbpq,"It tastes good, It makes me go to the bathroom, I need the ritual, I need the caffeine"
XeBVZV,
rlrx85,"I need the caffeine, I need the ritual, It tastes good"
eBxdOE,"It tastes good, I need the caffeine, I need the ritual"
BGbO2e,"I need the caffeine, It tastes good"
NABKaW,"It tastes good, I need the caffeine, I need the ritual"
g5NyOD,"It tastes good, I need the ritual"
ylqKLW,"It tastes good, I need the ritual"
ylqK54,"It tastes good, I need the caffeine, I need the ritual"
ZdR4pA,"It tastes good, I need the ritual"
jB9dOY,"It tastes good, I need the ritual"
1r2ZLO,"It tastes good, I need the caffeine, I need the ritual"
qbYZaO,"It tastes good, I need the caffeine"
AlboEW,"I need the caffeine, It tastes good, It makes me go to the bathroom, Other"
BGL4dR,"I need the caffeine, I need the ritual, It tastes good"
jB0DlJ,"It tastes good, I need the caffeine"
eBNZDx,"It tastes good, I need the ritual"
J2VKAR,"I need the ritual, It tastes good"
jB0DQ4,It tastes good
0Ebr79,It tastes good
qbYZR9,"It tastes good, I need the caffeine, I need the ritual"
yl0ZDB,"It tastes good, I need the caffeine"
xd0xPo,It tastes good
XeRlWY,"It tastes good, I need the caffeine, I need the ritual"
eBNZA0,"It tastes good, Other, I need the ritual"
6d1J4N,
J2VKgX,
aBjN4X,I need the ritual
VZ9EVv,"It tastes good, I need the caffeine, I need the ritual"
yl0Zep,"It tastes good, I need the ritual, Other"
7dJlza,
XeRlQe,
WAe90j,"It tastes good, I need the ritual, It makes me go to the bathroom"
dYZqdK,I need the ritual
Al6PLz,"It tastes good, I need the caffeine, I need the ritual, Other"
eBNZzJ,It tastes good
J2VKGX,"It tastes good, I need the caffeine"
PABaAP,"It tastes good, I need the caffeine"
YZoDgv,It tastes good
24b8Y9,
ZdG5yV,It tastes good
RzZK14,
LdE14p,
QAx2qG,"It tastes good, I need the caffeine"
bl2Vy6,It tastes good
Grovo2,"It tastes good, I need the ritual"
0Ebry9,"I need the ritual, I need the caffeine, It tastes good, It makes me go to the bathroom"
PA2jNB,"It tastes good, I need the caffeine, I need the ritual"
VZ9Eyj,"It tastes good, I need the ritual"
lN0DEk,
WAe9GJ,It tastes good
eBNZdq,"It tastes good, I need the caffeine, I need the ritual"
pL0xab,
BGL4r5,"I need the caffeine, It tastes good"
KMPQ9A,"It tastes good, I need the ritual"
1rbP1M,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom"
6d18jo,
EPBkqq,"It tastes good, I need the caffeine, I need the ritual"
MArKXl,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom"
24bEBg,"It tastes good, I need the ritual, I need the caffeine"
yl0PXW,It tastes good
zK0xYg,"It tastes good, I need the ritual"
RzZG44,"It tastes good, I need the ritual, It makes me go to the bathroom"
42142r,"It tastes good, I need the caffeine, I need the ritual"
BGLzXe,"It tastes good, I need the caffeine"
MAreLA,"I need the ritual, It tastes good"
OAjDGM,It tastes good
rl0jGl,
jB0aW4,It tastes good
xd0Xy5,
dYZWjK,"It tastes good, I need the ritual"
pLPjdJ,"It tastes good, I need the caffeine, I need the ritual, Other"
EPBkPl,"It tastes good, I need the caffeine, I need the ritual"
0EbQbN,"It tastes good, I need the caffeine"
yl0PeB,It tastes good
Grox5j,
8dJ1rA,"I need the caffeine, Other"
4214qo,"It tastes good, I need the ritual"
aBjQgW,"It tastes good, I need the caffeine"
aBjQyy,"It tastes good, I need the ritual"
jB0ap9,"It tastes good, I need the ritual, I need the caffeine"
7dJRez,"It tastes good, I need the ritual, I need the caffeine"
BGLz71,It tastes good
NA4p5W,"It tastes good, I need the caffeine"
6d18eo,"It tastes good, I need the ritual"
lNlQkv,"I need the caffeine, It tastes good"
8dJoAY,"It tastes good, Other"
6d18yo,"It tastes good, I need the caffeine"
OAjD6g,
dYZWer,It tastes good
YZo58J,"It tastes good, I need the ritual"
8dJ175,I need the ritual
XeRxKg,"It tastes good, I need the ritual, I need the caffeine"
oA09eX,
rl0jRp,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom, Other"
MAr1DY,It tastes good
rl0DO5,"It tastes good, I need the ritual"
bl2Z70,It tastes good
QAxoJY,
421a7B,I need the caffeine
vN0XBX,It tastes good
yl0XYW,It tastes good
